state	county	town	dot_district	huc12_name	ej_criteria	unique_id	featureid
Vermont	Windham	Whitingham	VT-1	East Branch North River	None	1032	201476701
Massachusetts	Berkshire	Savoy	MA-1	Cold River	None	2956	201479114
Massachusetts	Franklin	Rowe	MA-1	Pelham Brook and Deerfield River	None	1982	201477936
Vermont	Windham	Whitingham	VT-1	East Branch North River	None	910	201476589
Massachusetts	Franklin	Buckland	MA-1	Bear River and Deerfield River	None	2689	201478764
Massachusetts	Franklin	Leyden	MA-2	Lower Green River	None	1767	201477773
Massachusetts	Franklin	Heath	MA-1	Mill Brook and Deerfield River	None	2074	201478049
Massachusetts	Berkshire	Savoy	MA-1	Cold River	None	3044	201479072
Massachusetts	Franklin	Ashfield	MA-1	Clesson Brook	None	3356	201479567
Massachusetts	Franklin	Hawley	MA-1	Chickley River	None	3290	201479811
Massachusetts	Franklin	Greenfield	MA-2	Lower Green River	None	2282	201478241
Vermont	Windham	Whitingham	VT-1	East Branch North River	None	1024	201476700
Vermont	Windham	Whitingham	VT-1	East Branch North River	None	1454	201477260
Vermont	Windham	Dover	VT-1	North Branch Deerfield River	None	210	201475065
Vermont	Bennington	Woodford	VT-1	Headwaters Deerfield River	None	461	201476132
Vermont	Bennington	Readsboro	VT-1	West Branch Deerfield River	None	1365	201477196
Massachusetts	Franklin	Colrain	MA-1	Lower Green River	None	1730	201477839
Vermont	Windham	Wilmington	VT-1	North Branch Deerfield River	None	371	201475844
Vermont	Windham	Whitingham	VT-1	Sherman Dam and Deerfield River	None	1211	201476941
Vermont	Windham	Whitingham	VT-1	Sherman Dam and Deerfield River	None	1436	201477228
Vermont	Bennington	Stamford	VT-1	West Branch Deerfield River	None	1048	201476890
Vermont	Bennington	Woodford	VT-1	Headwaters Deerfield River	None	463	201476132
