state	county	town	dot_district	huc12_name	ej_criteria	featureid
Vermont	Windham	Halifax	VT-2	East Branch North River	None	201477118
Massachusetts	Franklin	Halifax	MA-1	East Branch North River	None	201477194
Massachusetts	Franklin	Colrain	MA-1	East Branch North River	None	201477194
Massachusetts	Windham	Halifax	MA-1	East Branch North River	None	201477194
Massachusetts	Windham	Colrain	MA-1	East Branch North River	None	201477194
Vermont	Franklin	Halifax	VT-2	East Branch North River	None	201477194
Vermont	Franklin	Colrain	VT-2	East Branch North River	None	201477194
Vermont	Windham	Halifax	VT-2	East Branch North River	None	201477194
Vermont	Windham	Colrain	VT-2	East Branch North River	None	201477194
Massachusetts	Franklin	Leyden	MA-2	Lower Green River	None	201477142
Vermont	Windham	Halifax	VT-2	East Branch North River	None	201477129
Vermont	Bennington	Readsboro	VT-1	West Branch Deerfield River	None	201477196
Massachusetts	Franklin	Halifax	MA-1	East Branch North River	None	201477126
Massachusetts	Franklin	Colrain	MA-1	East Branch North River	None	201477126
Massachusetts	Windham	Halifax	MA-1	East Branch North River	None	201477126
Massachusetts	Windham	Colrain	MA-1	East Branch North River	None	201477126
Vermont	Franklin	Halifax	VT-2	East Branch North River	None	201477126
Vermont	Franklin	Colrain	VT-2	East Branch North River	None	201477126
Vermont	Windham	Halifax	VT-2	East Branch North River	None	201477126
Vermont	Windham	Colrain	VT-2	East Branch North River	None	201477126
Massachusetts	Franklin	Halifax	MA-1	East Branch North River	None	201477181
Massachusetts	Franklin	Colrain	MA-1	East Branch North River	None	201477181
Massachusetts	Windham	Halifax	MA-1	East Branch North River	None	201477181
Massachusetts	Windham	Colrain	MA-1	East Branch North River	None	201477181
Vermont	Franklin	Halifax	VT-2	East Branch North River	None	201477181
Vermont	Franklin	Colrain	VT-2	East Branch North River	None	201477181
Vermont	Windham	Halifax	VT-2	East Branch North River	None	201477181
Vermont	Windham	Colrain	VT-2	East Branch North River	None	201477181
Vermont	Bennington	Readsboro	VT-1	West Branch Deerfield River	None	201477216
Vermont	Bennington	Readsboro	VT-1	West Branch Deerfield River	None	201477148
Massachusetts	Franklin	Leyden	MA-2	Lower Green River	None	201477143
Vermont	Bennington	Readsboro	VT-1	Sherman Dam and Deerfield River	None	201477197
Vermont	Windham	Whitingham	VT-1	Sherman Dam and Deerfield River	None	201477193
Massachusetts	Franklin	Leyden	MA-2	Lower Green River	None	201477270
Vermont	Bennington	Readsboro	VT-1	West Branch Deerfield River	None	201477169
Vermont	Windham	Whitingham	VT-1	Sherman Dam and Deerfield River	None	201477232
Vermont	Windham	Whitingham	VT-1	Sherman Dam and Deerfield River	None	201477227
Massachusetts	Franklin	Colrain	MA-1	Upper Green River	None	201477170
Massachusetts	Franklin	Halifax	MA-1	Upper Green River	None	201477174
Massachusetts	Franklin	Colrain	MA-1	Upper Green River	None	201477174
Massachusetts	Windham	Halifax	MA-1	Upper Green River	None	201477174
Massachusetts	Windham	Colrain	MA-1	Upper Green River	None	201477174
Vermont	Franklin	Halifax	VT-2	Upper Green River	None	201477174
Vermont	Franklin	Colrain	VT-2	Upper Green River	None	201477174
Vermont	Windham	Halifax	VT-2	Upper Green River	None	201477174
Vermont	Windham	Colrain	VT-2	Upper Green River	None	201477174
Massachusetts	Franklin	Halifax	MA-1	East Branch North River	None	201477209
Massachusetts	Franklin	Colrain	MA-1	East Branch North River	None	201477209
Massachusetts	Windham	Halifax	MA-1	East Branch North River	None	201477209
Massachusetts	Windham	Colrain	MA-1	East Branch North River	None	201477209
Vermont	Franklin	Halifax	VT-2	East Branch North River	None	201477209
Vermont	Franklin	Colrain	VT-2	East Branch North River	None	201477209
Vermont	Windham	Halifax	VT-2	East Branch North River	None	201477209
Vermont	Windham	Colrain	VT-2	East Branch North River	None	201477209
Vermont	Windham	Whitingham	VT-1	Taylor Brook and North River	None	201477306
Massachusetts	Franklin	Colrain	MA-1	Upper Green River	None	201477269
Massachusetts	Franklin	Leyden	MA-1	Upper Green River	None	201477269
Massachusetts	Franklin	Colrain	MA-2	Upper Green River	None	201477269
Massachusetts	Franklin	Leyden	MA-2	Upper Green River	None	201477269
Vermont	Windham	Readsboro	VT-1	Sherman Dam and Deerfield River	None	201477206
Vermont	Windham	Whitingham	VT-1	Sherman Dam and Deerfield River	None	201477206
Vermont	Bennington	Readsboro	VT-1	Sherman Dam and Deerfield River	None	201477206
Vermont	Bennington	Whitingham	VT-1	Sherman Dam and Deerfield River	None	201477206
Massachusetts	Franklin	Halifax	MA-1	East Branch North River	None	201477208
Massachusetts	Franklin	Colrain	MA-1	East Branch North River	None	201477208
Massachusetts	Windham	Halifax	MA-1	East Branch North River	None	201477208
Massachusetts	Windham	Colrain	MA-1	East Branch North River	None	201477208
Vermont	Franklin	Halifax	VT-2	East Branch North River	None	201477208
Vermont	Franklin	Colrain	VT-2	East Branch North River	None	201477208
Vermont	Windham	Halifax	VT-2	East Branch North River	None	201477208
Vermont	Windham	Colrain	VT-2	East Branch North River	None	201477208
Vermont	Windham	Whitingham	VT-1	Sherman Dam and Deerfield River	None	201477217
Vermont	Windham	Whitingham	VT-1	East Branch North River	None	201477220
Vermont	Windham	Whitingham	VT-1	Taylor Brook and North River	None	201477307
Vermont	Bennington	Readsboro	VT-1	Sherman Dam and Deerfield River	None	201477205
Vermont	Bennington	Whitingham	VT-1	Sherman Dam and Deerfield River	None	201477205
Vermont	Windham	Whitingham	VT-1	Sherman Dam and Deerfield River	None	201477228
Vermont	Bennington	Readsboro	VT-1	West Branch Deerfield River	None	201477200
Vermont	Bennington	Stamford	VT-1	West Branch Deerfield River	None	201477200
Vermont	Bennington	Readsboro	VT-1	Sherman Dam and Deerfield River	None	201477223
Vermont	Bennington	Readsboro	VT-1	West Branch Deerfield River	None	201477246
Massachusetts	Franklin	Halifax	MA-1	East Branch North River	None	201477309
Massachusetts	Franklin	Colrain	MA-1	East Branch North River	None	201477309
Massachusetts	Windham	Halifax	MA-1	East Branch North River	None	201477309
Massachusetts	Windham	Colrain	MA-1	East Branch North River	None	201477309
Vermont	Franklin	Halifax	VT-2	East Branch North River	None	201477309
Vermont	Franklin	Colrain	VT-2	East Branch North River	None	201477309
Vermont	Windham	Halifax	VT-2	East Branch North River	None	201477309
Vermont	Windham	Colrain	VT-2	East Branch North River	None	201477309
Vermont	Bennington	Readsboro	VT-1	West Branch Deerfield River	None	201477219
Massachusetts	Franklin	Colrain	MA-1	East Branch North River	None	201477229
Vermont	Bennington	Readsboro	VT-1	West Branch Deerfield River	None	201477222
Vermont	Windham	Readsboro	VT-1	Sherman Dam and Deerfield River	None	201477385
Vermont	Windham	Whitingham	VT-1	Sherman Dam and Deerfield River	None	201477385
Vermont	Bennington	Readsboro	VT-1	Sherman Dam and Deerfield River	None	201477385
Vermont	Bennington	Whitingham	VT-1	Sherman Dam and Deerfield River	None	201477385
Massachusetts	Franklin	Halifax	MA-1	East Branch North River	None	201477339
Massachusetts	Franklin	Colrain	MA-1	East Branch North River	None	201477339
Massachusetts	Windham	Halifax	MA-1	East Branch North River	None	201477339
Massachusetts	Windham	Colrain	MA-1	East Branch North River	None	201477339
Vermont	Franklin	Halifax	VT-2	East Branch North River	None	201477339
Vermont	Franklin	Colrain	VT-2	East Branch North River	None	201477339
Vermont	Windham	Halifax	VT-2	East Branch North River	None	201477339
Vermont	Windham	Colrain	VT-2	East Branch North River	None	201477339
Massachusetts	Franklin	Colrain	MA-1	East Branch North River	None	201477308
Vermont	Windham	Whitingham	VT-1	Sherman Dam and Deerfield River	None	201477317
Vermont	Windham	Whitingham	VT-1	East Branch North River	None	201477260
Massachusetts	Franklin	Leyden	MA-1	Lower Green River	None	201477460
Massachusetts	Franklin	Leyden	MA-2	Lower Green River	None	201477460
Massachusetts	Franklin	Colrain	MA-1	Lower Green River	None	201477286
Massachusetts	Franklin	Leyden	MA-1	Lower Green River	None	201477286
Massachusetts	Franklin	Colrain	MA-2	Lower Green River	None	201477286
Massachusetts	Franklin	Leyden	MA-2	Lower Green River	None	201477286
Massachusetts	Franklin	Leyden	MA-2	Lower Green River	None	201477287
Massachusetts	Franklin	Whitingham	MA-1	Taylor Brook and North River	None	201477504
Massachusetts	Franklin	Halifax	MA-1	Taylor Brook and North River	None	201477504
Massachusetts	Franklin	Heath	MA-1	Taylor Brook and North River	None	201477504
Massachusetts	Windham	Whitingham	MA-1	Taylor Brook and North River	None	201477504
Massachusetts	Windham	Halifax	MA-1	Taylor Brook and North River	None	201477504
Massachusetts	Windham	Heath	MA-1	Taylor Brook and North River	None	201477504
Vermont	Franklin	Whitingham	VT-1	Taylor Brook and North River	None	201477504
Vermont	Franklin	Halifax	VT-1	Taylor Brook and North River	None	201477504
Vermont	Franklin	Heath	VT-1	Taylor Brook and North River	None	201477504
Vermont	Windham	Whitingham	VT-1	Taylor Brook and North River	None	201477504
Vermont	Windham	Halifax	VT-1	Taylor Brook and North River	None	201477504
Vermont	Windham	Heath	VT-1	Taylor Brook and North River	None	201477504
Vermont	Franklin	Whitingham	VT-2	Taylor Brook and North River	None	201477504
Vermont	Franklin	Halifax	VT-2	Taylor Brook and North River	None	201477504
Vermont	Franklin	Heath	VT-2	Taylor Brook and North River	None	201477504
Vermont	Windham	Whitingham	VT-2	Taylor Brook and North River	None	201477504
Vermont	Windham	Halifax	VT-2	Taylor Brook and North River	None	201477504
Vermont	Windham	Heath	VT-2	Taylor Brook and North River	None	201477504
Massachusetts	Franklin	Colrain	MA-1	Lower Green River	None	201477344
Massachusetts	Franklin	Leyden	MA-1	Lower Green River	None	201477344
Massachusetts	Franklin	Colrain	MA-2	Lower Green River	None	201477344
Massachusetts	Franklin	Leyden	MA-2	Lower Green River	None	201477344
Massachusetts	Franklin	Whitingham	MA-1	Taylor Brook and North River	None	201477376
Massachusetts	Franklin	Heath	MA-1	Taylor Brook and North River	None	201477376
Massachusetts	Windham	Whitingham	MA-1	Taylor Brook and North River	None	201477376
Massachusetts	Windham	Heath	MA-1	Taylor Brook and North River	None	201477376
Vermont	Franklin	Whitingham	VT-1	Taylor Brook and North River	None	201477376
Vermont	Franklin	Heath	VT-1	Taylor Brook and North River	None	201477376
Vermont	Windham	Whitingham	VT-1	Taylor Brook and North River	None	201477376
Vermont	Windham	Heath	VT-1	Taylor Brook and North River	None	201477376
Massachusetts	Franklin	Colrain	MA-1	East Branch North River	None	201477403
Massachusetts	Franklin	Colrain	MA-1	Lower Green River	None	201477343
Massachusetts	Franklin	Leyden	MA-1	Lower Green River	None	201477343
Massachusetts	Franklin	Colrain	MA-2	Lower Green River	None	201477343
Massachusetts	Franklin	Leyden	MA-2	Lower Green River	None	201477343
Massachusetts	Franklin	Leyden	MA-2	Lower Green River	None	201477389
Massachusetts	Franklin	Leyden	MA-2	Lower Green River	None	201477390
Vermont	Windham	Whitingham	VT-1	Sherman Dam and Deerfield River	None	201477386
Massachusetts	Franklin	Colrain	MA-1	Lower Green River	None	201477451
Massachusetts	Franklin	Leyden	MA-1	Lower Green River	None	201477451
Massachusetts	Franklin	Colrain	MA-2	Lower Green River	None	201477451
Massachusetts	Franklin	Leyden	MA-2	Lower Green River	None	201477451
Massachusetts	Franklin	Whitingham	MA-1	Taylor Brook and North River	None	201477377
Massachusetts	Franklin	Heath	MA-1	Taylor Brook and North River	None	201477377
Massachusetts	Windham	Whitingham	MA-1	Taylor Brook and North River	None	201477377
Massachusetts	Windham	Heath	MA-1	Taylor Brook and North River	None	201477377
Vermont	Franklin	Whitingham	VT-1	Taylor Brook and North River	None	201477377
Vermont	Franklin	Heath	VT-1	Taylor Brook and North River	None	201477377
Vermont	Windham	Whitingham	VT-1	Taylor Brook and North River	None	201477377
Vermont	Windham	Heath	VT-1	Taylor Brook and North River	None	201477377
Massachusetts	Franklin	Halifax	MA-1	Taylor Brook and North River	None	201477388
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201477388
Massachusetts	Windham	Halifax	MA-1	Taylor Brook and North River	None	201477388
Massachusetts	Windham	Colrain	MA-1	Taylor Brook and North River	None	201477388
Vermont	Franklin	Halifax	VT-2	Taylor Brook and North River	None	201477388
Vermont	Franklin	Colrain	VT-2	Taylor Brook and North River	None	201477388
Vermont	Windham	Halifax	VT-2	Taylor Brook and North River	None	201477388
Vermont	Windham	Colrain	VT-2	Taylor Brook and North River	None	201477388
Massachusetts	Franklin	Whitingham	MA-1	Taylor Brook and North River	None	201477566
Massachusetts	Franklin	Heath	MA-1	Taylor Brook and North River	None	201477566
Massachusetts	Windham	Whitingham	MA-1	Taylor Brook and North River	None	201477566
Massachusetts	Windham	Heath	MA-1	Taylor Brook and North River	None	201477566
Vermont	Franklin	Whitingham	VT-1	Taylor Brook and North River	None	201477566
Vermont	Franklin	Heath	VT-1	Taylor Brook and North River	None	201477566
Vermont	Windham	Whitingham	VT-1	Taylor Brook and North River	None	201477566
Vermont	Windham	Heath	VT-1	Taylor Brook and North River	None	201477566
Massachusetts	Franklin	Halifax	MA-1	Taylor Brook and North River	None	201477387
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201477387
Massachusetts	Franklin	Heath	MA-1	Taylor Brook and North River	None	201477387
Massachusetts	Windham	Halifax	MA-1	Taylor Brook and North River	None	201477387
Massachusetts	Windham	Colrain	MA-1	Taylor Brook and North River	None	201477387
Massachusetts	Windham	Heath	MA-1	Taylor Brook and North River	None	201477387
Vermont	Franklin	Halifax	VT-2	Taylor Brook and North River	None	201477387
Vermont	Franklin	Colrain	VT-2	Taylor Brook and North River	None	201477387
Vermont	Franklin	Heath	VT-2	Taylor Brook and North River	None	201477387
Vermont	Windham	Halifax	VT-2	Taylor Brook and North River	None	201477387
Vermont	Windham	Colrain	VT-2	Taylor Brook and North River	None	201477387
Vermont	Windham	Heath	VT-2	Taylor Brook and North River	None	201477387
Vermont	Bennington	Readsboro	VT-1	Sherman Dam and Deerfield River	None	201477426
Vermont	Bennington	Readsboro	VT-1	Sherman Dam and Deerfield River	None	201477402
Massachusetts	Franklin	Whitingham	MA-1	Taylor Brook and North River	None	201477488
Massachusetts	Franklin	Heath	MA-1	Taylor Brook and North River	None	201477488
Massachusetts	Windham	Whitingham	MA-1	Taylor Brook and North River	None	201477488
Massachusetts	Windham	Heath	MA-1	Taylor Brook and North River	None	201477488
Vermont	Franklin	Whitingham	VT-1	Taylor Brook and North River	None	201477488
Vermont	Franklin	Heath	VT-1	Taylor Brook and North River	None	201477488
Vermont	Windham	Whitingham	VT-1	Taylor Brook and North River	None	201477488
Vermont	Windham	Heath	VT-1	Taylor Brook and North River	None	201477488
Vermont	Windham	Readsboro	VT-1	Sherman Dam and Deerfield River	None	201477435
Vermont	Windham	Whitingham	VT-1	Sherman Dam and Deerfield River	None	201477435
Vermont	Bennington	Readsboro	VT-1	Sherman Dam and Deerfield River	None	201477435
Vermont	Bennington	Whitingham	VT-1	Sherman Dam and Deerfield River	None	201477435
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201477455
Massachusetts	Franklin	Heath	MA-1	Taylor Brook and North River	None	201477455
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201477658
Massachusetts	Franklin	Colrain	MA-1	East Branch North River	None	201477419
Massachusetts	Franklin	Leyden	MA-2	Lower Green River	None	201477432
Vermont	Windham	Readsboro	VT-1	Sherman Dam and Deerfield River	None	201477450
Vermont	Windham	Whitingham	VT-1	Sherman Dam and Deerfield River	None	201477450
Vermont	Bennington	Readsboro	VT-1	Sherman Dam and Deerfield River	None	201477450
Vermont	Bennington	Whitingham	VT-1	Sherman Dam and Deerfield River	None	201477450
Massachusetts	Franklin	Readsboro	MA-1	Sherman Dam and Deerfield River	None	201477530
Massachusetts	Franklin	Monroe	MA-1	Sherman Dam and Deerfield River	None	201477530
Massachusetts	Bennington	Readsboro	MA-1	Sherman Dam and Deerfield River	None	201477530
Massachusetts	Bennington	Monroe	MA-1	Sherman Dam and Deerfield River	None	201477530
Vermont	Franklin	Readsboro	VT-1	Sherman Dam and Deerfield River	None	201477530
Vermont	Franklin	Monroe	VT-1	Sherman Dam and Deerfield River	None	201477530
Vermont	Bennington	Readsboro	VT-1	Sherman Dam and Deerfield River	None	201477530
Vermont	Bennington	Monroe	VT-1	Sherman Dam and Deerfield River	None	201477530
Vermont	Bennington	Readsboro	VT-1	Sherman Dam and Deerfield River	None	201477449
Vermont	Bennington	Stamford	VT-1	Sherman Dam and Deerfield River	None	201477449
Vermont	Bennington	Readsboro	VT-1	Sherman Dam and Deerfield River	None	201477425
Massachusetts	Franklin	Colrain	MA-1	East Branch North River	None	201477470
Massachusetts	Franklin	Colrain	MA-1	East Branch North River	None	201477471
Massachusetts	Franklin	Heath	MA-1	Taylor Brook and North River	None	201477454
Massachusetts	Franklin	Leyden	MA-2	Lower Green River	None	201477436
Vermont	Bennington	Readsboro	VT-1	Sherman Dam and Deerfield River	None	201477476
Massachusetts	Franklin	Leyden	MA-2	Lower Green River	None	201477686
Massachusetts	Franklin	Readsboro	MA-1	Sherman Dam and Deerfield River	None	201477507
Massachusetts	Franklin	Whitingham	MA-1	Sherman Dam and Deerfield River	None	201477507
Massachusetts	Franklin	Monroe	MA-1	Sherman Dam and Deerfield River	None	201477507
Massachusetts	Franklin	Rowe	MA-1	Sherman Dam and Deerfield River	None	201477507
Massachusetts	Windham	Readsboro	MA-1	Sherman Dam and Deerfield River	None	201477507
Massachusetts	Windham	Whitingham	MA-1	Sherman Dam and Deerfield River	None	201477507
Massachusetts	Windham	Monroe	MA-1	Sherman Dam and Deerfield River	None	201477507
Massachusetts	Windham	Rowe	MA-1	Sherman Dam and Deerfield River	None	201477507
Massachusetts	Bennington	Readsboro	MA-1	Sherman Dam and Deerfield River	None	201477507
Massachusetts	Bennington	Whitingham	MA-1	Sherman Dam and Deerfield River	None	201477507
Massachusetts	Bennington	Monroe	MA-1	Sherman Dam and Deerfield River	None	201477507
Massachusetts	Bennington	Rowe	MA-1	Sherman Dam and Deerfield River	None	201477507
Vermont	Franklin	Readsboro	VT-1	Sherman Dam and Deerfield River	None	201477507
Vermont	Franklin	Whitingham	VT-1	Sherman Dam and Deerfield River	None	201477507
Vermont	Franklin	Monroe	VT-1	Sherman Dam and Deerfield River	None	201477507
Vermont	Franklin	Rowe	VT-1	Sherman Dam and Deerfield River	None	201477507
Vermont	Windham	Readsboro	VT-1	Sherman Dam and Deerfield River	None	201477507
Vermont	Windham	Whitingham	VT-1	Sherman Dam and Deerfield River	None	201477507
Vermont	Windham	Monroe	VT-1	Sherman Dam and Deerfield River	None	201477507
Vermont	Windham	Rowe	VT-1	Sherman Dam and Deerfield River	None	201477507
Vermont	Bennington	Readsboro	VT-1	Sherman Dam and Deerfield River	None	201477507
Vermont	Bennington	Whitingham	VT-1	Sherman Dam and Deerfield River	None	201477507
Vermont	Bennington	Monroe	VT-1	Sherman Dam and Deerfield River	None	201477507
Vermont	Bennington	Rowe	VT-1	Sherman Dam and Deerfield River	None	201477507
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201477598
Massachusetts	Franklin	Colrain	MA-1	East Branch North River	None	201477767
Massachusetts	Franklin	Colrain	MA-1	Lower Green River	None	201477456
Massachusetts	Franklin	Leyden	MA-1	Lower Green River	None	201477456
Massachusetts	Franklin	Colrain	MA-2	Lower Green River	None	201477456
Massachusetts	Franklin	Leyden	MA-2	Lower Green River	None	201477456
Massachusetts	Franklin	Colrain	MA-1	Lower Green River	None	201477459
Massachusetts	Franklin	Leyden	MA-1	Lower Green River	None	201477459
Massachusetts	Franklin	Colrain	MA-2	Lower Green River	None	201477459
Massachusetts	Franklin	Leyden	MA-2	Lower Green River	None	201477459
Massachusetts	Franklin	Whitingham	MA-1	Taylor Brook and North River	None	201477538
Massachusetts	Franklin	Heath	MA-1	Taylor Brook and North River	None	201477538
Massachusetts	Windham	Whitingham	MA-1	Taylor Brook and North River	None	201477538
Massachusetts	Windham	Heath	MA-1	Taylor Brook and North River	None	201477538
Vermont	Franklin	Whitingham	VT-1	Taylor Brook and North River	None	201477538
Vermont	Franklin	Heath	VT-1	Taylor Brook and North River	None	201477538
Vermont	Windham	Whitingham	VT-1	Taylor Brook and North River	None	201477538
Vermont	Windham	Heath	VT-1	Taylor Brook and North River	None	201477538
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201477505
Massachusetts	Franklin	Heath	MA-1	Taylor Brook and North River	None	201477505
Massachusetts	Franklin	Leyden	MA-2	Lower Green River	None	201477515
Massachusetts	Franklin	Colrain	MA-1	Lower Green River	None	201477514
Massachusetts	Franklin	Leyden	MA-1	Lower Green River	None	201477514
Massachusetts	Franklin	Colrain	MA-2	Lower Green River	None	201477514
Massachusetts	Franklin	Leyden	MA-2	Lower Green River	None	201477514
Massachusetts	Franklin	Bernardston	MA-2	Lower Green River	None	201477542
Massachusetts	Franklin	Whitingham	MA-1	Taylor Brook and North River	None	201477487
Massachusetts	Franklin	Heath	MA-1	Taylor Brook and North River	None	201477487
Massachusetts	Franklin	Rowe	MA-1	Taylor Brook and North River	None	201477487
Massachusetts	Windham	Whitingham	MA-1	Taylor Brook and North River	None	201477487
Massachusetts	Windham	Heath	MA-1	Taylor Brook and North River	None	201477487
Massachusetts	Windham	Rowe	MA-1	Taylor Brook and North River	None	201477487
Vermont	Franklin	Whitingham	VT-1	Taylor Brook and North River	None	201477487
Vermont	Franklin	Heath	VT-1	Taylor Brook and North River	None	201477487
Vermont	Franklin	Rowe	VT-1	Taylor Brook and North River	None	201477487
Vermont	Windham	Whitingham	VT-1	Taylor Brook and North River	None	201477487
Vermont	Windham	Heath	VT-1	Taylor Brook and North River	None	201477487
Vermont	Windham	Rowe	VT-1	Taylor Brook and North River	None	201477487
Massachusetts	Franklin	Leyden	MA-2	Lower Green River	None	201477687
Massachusetts	Franklin	Heath	MA-1	Taylor Brook and North River	None	201477624
Massachusetts	Franklin	Whitingham	MA-1	Sherman Dam and Deerfield River	None	201477576
Massachusetts	Franklin	Monroe	MA-1	Sherman Dam and Deerfield River	None	201477576
Massachusetts	Franklin	Rowe	MA-1	Sherman Dam and Deerfield River	None	201477576
Massachusetts	Windham	Whitingham	MA-1	Sherman Dam and Deerfield River	None	201477576
Massachusetts	Windham	Monroe	MA-1	Sherman Dam and Deerfield River	None	201477576
Massachusetts	Windham	Rowe	MA-1	Sherman Dam and Deerfield River	None	201477576
Vermont	Franklin	Whitingham	VT-1	Sherman Dam and Deerfield River	None	201477576
Vermont	Franklin	Monroe	VT-1	Sherman Dam and Deerfield River	None	201477576
Vermont	Franklin	Rowe	VT-1	Sherman Dam and Deerfield River	None	201477576
Vermont	Windham	Whitingham	VT-1	Sherman Dam and Deerfield River	None	201477576
Vermont	Windham	Monroe	VT-1	Sherman Dam and Deerfield River	None	201477576
Vermont	Windham	Rowe	VT-1	Sherman Dam and Deerfield River	None	201477576
Massachusetts	Franklin	Colrain	MA-1	East Branch North River	None	201477711
Massachusetts	Franklin	Heath	MA-1	Taylor Brook and North River	None	201477508
Massachusetts	Franklin	Readsboro	MA-1	Sherman Dam and Deerfield River	None	201477506
Massachusetts	Franklin	Whitingham	MA-1	Sherman Dam and Deerfield River	None	201477506
Massachusetts	Franklin	Monroe	MA-1	Sherman Dam and Deerfield River	None	201477506
Massachusetts	Windham	Readsboro	MA-1	Sherman Dam and Deerfield River	None	201477506
Massachusetts	Windham	Whitingham	MA-1	Sherman Dam and Deerfield River	None	201477506
Massachusetts	Windham	Monroe	MA-1	Sherman Dam and Deerfield River	None	201477506
Massachusetts	Bennington	Readsboro	MA-1	Sherman Dam and Deerfield River	None	201477506
Massachusetts	Bennington	Whitingham	MA-1	Sherman Dam and Deerfield River	None	201477506
Massachusetts	Bennington	Monroe	MA-1	Sherman Dam and Deerfield River	None	201477506
Vermont	Franklin	Readsboro	VT-1	Sherman Dam and Deerfield River	None	201477506
Vermont	Franklin	Whitingham	VT-1	Sherman Dam and Deerfield River	None	201477506
Vermont	Franklin	Monroe	VT-1	Sherman Dam and Deerfield River	None	201477506
Vermont	Windham	Readsboro	VT-1	Sherman Dam and Deerfield River	None	201477506
Vermont	Windham	Whitingham	VT-1	Sherman Dam and Deerfield River	None	201477506
Vermont	Windham	Monroe	VT-1	Sherman Dam and Deerfield River	None	201477506
Vermont	Bennington	Readsboro	VT-1	Sherman Dam and Deerfield River	None	201477506
Vermont	Bennington	Whitingham	VT-1	Sherman Dam and Deerfield River	None	201477506
Vermont	Bennington	Monroe	VT-1	Sherman Dam and Deerfield River	None	201477506
Massachusetts	Franklin	Whitingham	MA-1	Pelham Brook and Deerfield River	None	201477573
Massachusetts	Franklin	Rowe	MA-1	Pelham Brook and Deerfield River	None	201477573
Massachusetts	Windham	Whitingham	MA-1	Pelham Brook and Deerfield River	None	201477573
Massachusetts	Windham	Rowe	MA-1	Pelham Brook and Deerfield River	None	201477573
Vermont	Franklin	Whitingham	VT-1	Pelham Brook and Deerfield River	None	201477573
Vermont	Franklin	Rowe	VT-1	Pelham Brook and Deerfield River	None	201477573
Vermont	Windham	Whitingham	VT-1	Pelham Brook and Deerfield River	None	201477573
Vermont	Windham	Rowe	VT-1	Pelham Brook and Deerfield River	None	201477573
Massachusetts	Franklin	Heath	MA-1	Taylor Brook and North River	None	201477512
Massachusetts	Franklin	Rowe	MA-1	Taylor Brook and North River	None	201477512
Massachusetts	Franklin	Colrain	MA-1	Taylor Brook and North River	None	201477575
Massachusetts	Franklin	Heath	MA-1	Taylor Brook and North River	None	201477575
Massachusetts	Franklin	Monroe	MA-1	Sherman Dam and Deerfield River	None	201477554
Massachusetts	Franklin	Rowe	MA-1	Sherman Dam and Deerfield River	None	201477554
Massachusetts	Franklin	Heath	MA-1	Taylor Brook and North River	None	201477537
Massachusetts	Franklin	Colrain	MA-1	Lower Green River	None	201477571
Massachusetts	Franklin	Leyden	MA-1	Lower Green River	None	201477571
Massachusetts	Franklin	Colrain	MA-2	Lower Green River	None	201477571
Massachusetts	Franklin	Leyden	MA-2	Lower Green River	None	201477571
Massachusetts	Franklin	Colrain	MA-1	East Branch North River	None	201477710
Massachusetts	Franklin	Colrain	MA-2	Lower Green River	None	201477642
Massachusetts	Franklin	Leyden	MA-2	Lower Green River	None	201477642
Massachusetts	Franklin	Readsboro	MA-1	Sherman Dam and Deerfield River	None	201477568
Massachusetts	Franklin	Monroe	MA-1	Sherman Dam and Deerfield River	None	201477568
Massachusetts	Bennington	Readsboro	MA-1	Sherman Dam and Deerfield River	None	201477568
Massachusetts	Bennington	Monroe	MA-1	Sherman Dam and Deerfield River	None	201477568
Vermont	Franklin	Readsboro	VT-1	Sherman Dam and Deerfield River	None	201477568
Vermont	Franklin	Monroe	VT-1	Sherman Dam and Deerfield River	None	201477568
Vermont	Bennington	Readsboro	VT-1	Sherman Dam and Deerfield River	None	201477568
Vermont	Bennington	Monroe	VT-1	Sherman Dam and Deerfield River	None	201477568
Massachusetts	Franklin	Readsboro	MA-1	Pelham Brook and Deerfield River	None	201477681
Massachusetts	Franklin	Stamford	MA-1	Pelham Brook and Deerfield River	None	201477681
Massachusetts	Franklin	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477681
Massachusetts	Bennington	Readsboro	MA-1	Pelham Brook and Deerfield River	None	201477681
Massachusetts	Bennington	Stamford	MA-1	Pelham Brook and Deerfield River	None	201477681
Massachusetts	Bennington	Monroe	MA-1	Pelham Brook and Deerfield River	None	201477681
Vermont	Franklin	Readsboro	VT-1	Pelham Brook and Deerfield River	None	201477681
Vermont	Franklin	Stamford	VT-1	Pelham Brook and Deerfield River	None	201477681
Vermont	Franklin	Monroe	VT-1	Pelham Brook and Deerfield River	None	201477681
Vermont	Bennington	Readsboro	VT-1	Pelham Brook and Deerfield River	None	201477681
