unique_id	impassability	delta_scaled	effect_scaled	effect_scaled_16	effect_scaled_18	effect_scaled_20	hydro_rof	struct_rof	geo_rof	max_rof	ave_del	ave_aff_del	max_del	ln_comp_del	int_eco_dis	trans_vuln	cross_prior	bar_type	jurisdiction	nhs	drain_tot	strkm_tot	upstr_bars	Slope_perc	Q2_m3_s	w_W_m2_ST	Observed_Date	crossing_id	featureid
3122	1	NA	NA	NA	NA	NA	0.917407721	NA	NA	0.917407721	NA	NA	NA	NA	NA	0.917407721	0.467937242	3	NA	NA	68.1534	83.57942126	80	3.9000001	22.30511159	491.4410714	NA	MA_MA00463	201479267
2860	0.5	NA	NA	NA	NA	NA	0.253085103	NA	NA	0.253085103	NA	NA	NA	NA	NA	0.593234264	0.302587823	3	NA	NA	1313.8443	1497.282496	1028	8.5500002	289.5219419	3881.606418	NA	MA_MA00464	201478842
3290	1	NA	NA	NA	NA	NA	0.93512495	NA	NA	0.93512495	NA	NA	NA	NA	NA	0.93512495	0.476974174	3	NA	NA	4.1733	5.183466632	3	6.3600001	3.559246424	320.1406223	NA	MA_MA00465	201479811
3489	1	NA	NA	NA	NA	NA	0.047678777	NA	NA	0.047678777	NA	NA	NA	NA	NA	0.073718694	0.037601299	3	NA	NA	2.808	2.312935377	1	1.76	2.935561225	80.45682086	NA	MA_MA00523	201479809
1787	1	NA	NA	NA	NA	NA	0.145243566	NA	NA	0.145243566	NA	NA	NA	NA	NA	0.40564211	0.206903698	3	NA	NA	611.6103	632.6032937	337	2.3299999	218.2559025	918.4246617	NA	MA_MA00840	201477699
2820	0.5	NA	NA	NA	NA	NA	0.377905647	NA	NA	0.377905647	NA	NA	NA	NA	NA	0.377905647	0.192756309	3	NA	NA	1302.5259	1486.733458	1021	0.51	290.9141197	232.090412	NA	MA_MA00853	201478794
3356	1	NA	NA	NA	NA	NA	0.700543691	NA	NA	0.700543691	NA	NA	NA	NA	NA	0.700543691	0.357322568	3	2	0	0.9711	1.107551779	5	17.5300007	0.882683225	439.4292897	NA	MA_MA01256	201479567
2689	1	NA	NA	NA	NA	NA	0.333919997	NA	NA	0.333919997	NA	NA	NA	NA	NA	0.733001396	0.373878096	3	NA	NA	0.6705	0.44338427	0	7.4099998	1.065475952	204.0772796	NA	MA_MA01261	201478764
2597	1	NA	NA	NA	NA	NA	0.215155599	NA	NA	0.215155599	NA	NA	NA	NA	NA	0.988746127	0.504324441	3	NA	NA	30.8115	34.75881088	24	1.0599999	10.95779231	93.62072619	NA	MA_MA01268	201478590
2730	1	NA	NA	NA	NA	NA	0.391790671	NA	NA	0.391790671	NA	NA	NA	NA	NA	0.391790671	0.199838569	3	NA	NA	229.6818	336.7711564	300	0.69	70.83271231	154.9425348	NA	MA_MA01326	201478672
1910	0.7	NA	NA	NA	NA	NA	0.204646577	NA	NA	0.204646577	NA	NA	NA	NA	NA	0.301105692	0.153583367	3	NA	NA	77.2119	86.91004728	55	1.08	29.59240778	156.7539724	NA	MA_MA01530	201477818
1842	1	NA	NA	NA	NA	NA	0.511447738	NA	NA	0.511447738	NA	NA	NA	NA	NA	0.994836973	0.507431166	3	NA	NA	5.6781	9.009417474	5	3.1700001	2.752022978	140.3104223	NA	MA_MA01532	201477767
1730	1	NA	NA	NA	NA	NA	0.535246778	NA	NA	0.535246778	NA	NA	NA	NA	NA	0.535246778	0.273010457	3	NA	NA	1.044	1.550012674	2	2.0699999	0.618827099	43.44698304	NA	MA_MA01534	201477839
2282	1	NA	NA	NA	NA	NA	0.916144102	NA	NA	0.916144102	NA	NA	NA	NA	NA	0.916144102	0.467292715	3	NA	NA	3.6243	5.942386968	18	1.1900001	1.78874885	42.46452763	NA	MA_MA01545	201478241
3328	1	NA	NA	NA	NA	NA	0.513007512	NA	NA	0.513007512	NA	NA	NA	NA	NA	0.813699523	0.415039357	3	NA	NA	58.4271	75.0330648	77	0.65	19.69234601	76.96029098	NA	MA_MA01706	201479658
2332	1	NA	NA	NA	NA	NA	0.739536251	NA	NA	0.739536251	NA	NA	NA	NA	NA	0.739536251	0.377211294	3	NA	NA	185.787	284.8008159	219	0.33	65.26304614	71.12990992	NA	MA_MA02290	201478306
2032	1	NA	NA	NA	NA	NA	0.460425739	NA	NA	0.460425739	NA	NA	NA	NA	NA	0.460425739	0.23484689	3	2	0	134.7093	206.2494951	156	0.82	45.33588092	147.3124693	NA	MA_MA02291	201477957
1982	1	NA	NA	NA	NA	NA	0.580838383	NA	NA	0.580838383	NA	NA	NA	NA	NA	0.608523229	0.310386184	3	NA	NA	12.7899	16.91119205	14	0.12	7.603399938	8.828558216	NA	MA_MA02293	201477936
3044	1	NA	NA	NA	NA	NA	0.924785119	NA	NA	0.924785119	NA	NA	NA	NA	NA	0.924785119	0.471700192	3	NA	NA	0.5301	0.604496484	1	0.59	0.458257945	10.65642727	NA	MA_MA02629	201479072
2731	1	NA	NA	NA	NA	NA	0.497222036	NA	NA	0.497222036	NA	NA	NA	NA	NA	0.833563842	0.425171444	3	NA	NA	230.5494	337.3123548	301	0.69	70.83271231	154.9425348	NA	MA_MA02664	201478672
2898	1	NA	NA	NA	NA	NA	0.370353434	NA	NA	0.370353434	NA	NA	NA	NA	NA	0.370353434	0.188904192	3	NA	NA	13.5567	19.27716085	26	2.49	7.446362242	181.2909229	NA	MA_MA02665	201479037
3146	1	NA	NA	NA	NA	NA	0.137355039	NA	NA	0.137355039	NA	NA	NA	NA	NA	0.503993855	0.257069446	3	NA	NA	2.7576	2.812458823	1	4.0700002	2.497581771	171.6164511	NA	MA_MA02666	201479241
2074	1	NA	NA	NA	NA	NA	0.910845416	NA	NA	0.910845416	NA	NA	NA	NA	NA	0.910845416	0.464590042	3	NA	NA	8.0523	7.257525156	5	3.6500001	5.131840486	220.6145143	NA	MA_MA02885	201478049
1364	1	NA	NA	NA	NA	NA	0.714909195	NA	NA	0.714909195	NA	NA	NA	NA	NA	0.714909195	0.364649903	3	NA	NA	6.4413	3.917321164	0	4.6199999	5.964819314	301.0545826	NA	VT_164.02	201477196
1365	0.4	NA	NA	NA	NA	NA	0.052130916	NA	NA	0.052130916	NA	NA	NA	NA	NA	0.663841972	0.338602319	3	NA	NA	7.4115	4.066792396	1	4.6199999	5.964819314	301.0545826	NA	VT_164.06	201477196
395	1	NA	NA	NA	NA	NA	0.251916474	NA	NA	0.251916474	NA	NA	NA	NA	NA	0.346786723	0.176883646	3	NA	NA	228.4641	226.8745927	64	1.5700001	121.8314262	462.3639469	NA	VT_182.01	201475835
167	1	NA	NA	NA	NA	NA	0.803247306	NA	NA	0.803247306	NA	NA	NA	NA	NA	0.803247306	0.409708051	3	NA	NA	69.3459	78.10269325	21	7.52	44.8151403	1343.181962	NA	VT_191.01	201474918
1048	1	NA	NA	NA	NA	NA	0.552495016	NA	NA	0.552495016	NA	NA	NA	NA	NA	0.552495016	0.281808173	3	NA	NA	0.2286	0.34657581	0	9.6000004	1.456434138	309.1158731	NA	VT_195.02	201476890
29	1	NA	NA	NA	NA	NA	0.066417811	NA	NA	0.066417811	NA	NA	NA	NA	NA	0.274091773	0.139804522	3	NA	NA	11.4363	9.51514956	2	1.78	9.811031154	148.758556	NA	VT_201.02	201473895
1208	1	NA	NA	NA	NA	NA	0.207268156	NA	NA	0.207268156	NA	NA	NA	NA	NA	0.381137321	0.194404672	3	NA	NA	474.9471	498.7018552	259	NA	NA	NA	NA	VT_243.01	201476938
1211	1	NA	NA	NA	NA	NA	0.490700367	NA	NA	0.490700367	NA	NA	NA	NA	NA	0.613712256	0.313032923	3	NA	NA	10.5534	13.15468514	14	0	6.522373481	0	NA	VT_243.03	201476941
1024	1	NA	NA	NA	NA	NA	0.162259974	NA	NA	0.162259974	NA	NA	NA	NA	NA	0.733394196	0.374078449	3	NA	NA	0.684	0.395676185	0	3.6099999	3.017763588	167.3225319	NA	VT_243.04	201476700
910	0.4	NA	NA	NA	NA	NA	0.426156165	NA	NA	0.426156165	NA	NA	NA	NA	NA	0.426156165	0.217367192	3	NA	NA	5.7492	9.43057861	5	0.16	4.144298501	8.690607152	NA	VT_243.05	201476589
1032	1	NA	NA	NA	NA	NA	0.115991024	NA	NA	0.115991024	NA	NA	NA	NA	NA	0.389126122	0.198479477	3	NA	NA	13.9059	21.9179787	20	1.05	8.597993437	82.1471433	NA	VT_243.06	201476701
1436	1	NA	NA	NA	NA	NA	0.80498997	NA	NA	0.80498997	NA	NA	NA	NA	NA	0.831890265	0.424317811	3	NA	NA	0.9144	0.59044108	0	3.98	0.829308942	96.70432092	NA	VT_243.07	201477228
1454	1	NA	NA	NA	NA	NA	0.930073239	NA	NA	0.930073239	NA	NA	NA	NA	NA	0.930073239	0.474397475	3	NA	NA	1.1124	0.202261063	0	0.45	0.907122721	11.43536829	NA	VT_243.08	201477260
371	0.7	NA	NA	NA	NA	NA	0.163334118	NA	NA	0.163334118	NA	NA	NA	NA	NA	0.5009566	0.255520249	3	NA	NA	2.4903	2.412905401	1	0.03	1.869828492	1.094527715	NA	VT_246.01	201475844
276	0.7	NA	NA	NA	NA	NA	0.498497982	NA	NA	0.498497982	NA	NA	NA	NA	NA	0.498497982	0.254266195	3	NA	NA	8.6094	8.079130009	3	1.79	6.230936962	119.2159412	NA	VT_246.04	201475422
463	1	NA	NA	NA	NA	NA	0.645560898	NA	NA	0.645560898	NA	NA	NA	NA	NA	0.689438027	0.351657961	3	NA	NA	4.7007	1.602320201	2	0.24	4.772444381	13.98898811	NA	VT_253.02	201476132
461	1	NA	NA	NA	NA	NA	0.845547435	NA	NA	0.845547435	NA	NA	NA	NA	NA	0.845547435	0.431283851	3	NA	NA	0.5706	0.447733618	0	0	3.44562199	0	NA	VT_253.03	201476132
210	1	NA	NA	NA	NA	NA	0.663816487	NA	NA	0.663816487	NA	NA	NA	NA	NA	0.663816487	0.33858932	3	NA	NA	6.8733	5.550617242	5	0	5.245119697	0	NA	VT_61.01	201475065
972	1	NA	NA	NA	NA	NA	0.302880049	NA	NA	0.302880049	NA	NA	NA	NA	NA	0.933248433	0.476017029	3	NA	NA	63.5391	87.32622821	64	1.15	28.57626773	164.0231755	NA	VT_90.04	201476652
695	1	NA	NA	NA	NA	NA	0.773782399	NA	NA	0.773782399	NA	NA	NA	NA	NA	0.773782399	0.394679043	3	NA	NA	15.3945	18.6947186	13	2.6099999	9.420165366	213.7343794	NA	VT_91.02	201476321
3577	0.208	0.511747564	0.494184683	0	0.512836705	0.512836705	0.187354671	NA	NA	0.187354671	NA	NA	NA	NA	0.494184683	0.558182538	0.553096833	1	2	0	2.664	3.757403721	1	3.8	2.334339	154.906685	7/28/2014	xy4246961272777313	201480409
3576	0.954	0.830909599	0.832584405	0	0.8637279	0.8637279	0.030317837	0.1	0.75	0.75	0.000642875	0.584432256	0.659452241	0.613310919	0.832584405	0.350463382	0.726387291	1	2	0	2.5695	3.750791603	0	3.8	2.334339	154.906685	8/6/2014	xy4246963272777386	201480409
3578	0.045	0.228354096	0.193186424	0.084447854	0.200258956	0.200503827	0.482583017	0	0.5	0.5	0	0	0	0	0.193186424	0	0.147806347	2	2	0	3.5397	5.358478837	3	2.77	3.468517	137.643688	8/6/2014	xy4247156872772344	201480377
3573	0.974	0.755078714	0.726463555	0.706429409	0.753266026	0.753266026	0.774013577	0.8	0.875	0.875	0.00001	0.009136225	0.009136225	0.367688832	0.726463555	0.284596148	0.628396277	1	2	0	0.7461	0.99876862	0	6.27	0.416117	107.914557	8/6/2014	xy4247192372773895	201480376
3580	0.724	0.779919436	0.766843706	0.650458515	0.792154871	0.794943071	0.009966167	NA	NA	0.009966167	0	0	0	0	0.766843706	0	0.586709792	1	0	0	3.942	5.749827417	4	2.77	3.468517	137.643688	7/28/2014	xy4247323872769223	201480377
3579	0.358069485	0.735016511	0.721076234	0.605356875	0.744206773	0.747609346	0.595265956	0	0.75	0.75	0.0000844	0.064930331	0.064930331	0.493355116	0.721076234	0.293677505	0.626590494	1	2	0	3.9573	5.772554511	5	2.77	3.468517	137.643688	6/27/2016	xy4247338972769108	201480377
3564	0.668355575	0.813504739	0.807690653	0.613426684	0.826899451	0.837317726	0.957504139	0.2	0.625	0.957504139	0.000000538	0.000141459	0.000141459	0.196670331	0.807690653	0.188312656	0.665987481	1	2	0	6.4692	8.150884086	6	5.79	3.440886	286.561827	6/27/2016	xy4248241272760207	201480232
3562	0.015	0.112810361	0.082256085	0.004100818	0.067124399	0.086328744	0.033719902	0	0.525	0.525	0.009968459	2.431331491	3.620196097	0.774882295	0.082256085	0.485182173	0.392189368	2	2	0	8.5959	11.22543063	12	5.66	4.718896	328.05092	7/29/2014	xy4248434072753230	201480134
3559	0	0	0	0	0	0	0.224546344	0	0.525	0.525	0	0	0	0	0	0	0	2	2	0	9.8649	13.07229044	13	3.12	5.163192	189.155234	7/29/2014	xy4248707872747334	201480127
3560	0.118504225	0.036872079	0.019559748	0.000205236	0.008470863	0.02011699	0.816121694	0	0.525	0.816121694	0	0	0	0	0.019559748	0	0.014965104	2	2	0	10.2438	13.25181812	14	3.12	5.163192	189.155234	6/22/2016	xy4248777072745500	201480127
3556	0.329934434	0.702235267	0.689824932	0.571013556	0.697699321	0.71470278	0.133060375	0.8	0.666666667	0.8	0	0	0	0	0.689824932	0	0.527782962	1	2	0	1.3545	1.341348784	0	5.91	5.673329	375.587474	6/22/2016	xy4248825072743451	201480084
3570	0	0	0	0	0	0	0.720264603	NA	NA	0.720264603	NA	NA	NA	NA	0	0.720264603	0.551072262	1	0	0	0.7983	1.082048739	2	4.85	1.112315	136.477221	8/6/2014	xy4249016672766186	201480133
3569	0.578	0.545884226	0.486392964	0	0.502006368	0.504031283	0.207963358	0.3	0.666666667	0.666666667	0.000166069	0.553562954	1.195426531	0.53328994	0.486392964	0.336759854	0.458022428	1	2	0	0.8145	1.119647608	3	4.85	1.112315	136.477221	8/6/2014	xy4249027872765764	201480133
3568	0.869565419	0.724524323	0.683593198	0	0.703638413	0.708479572	0.571727964	0	0.666666667	0.666666667	0.000683168	0.170791955	0.170791955	0.616921373	0.683593198	0.352711201	0.612967837	1	2	0	0.8316	1.229963647	4	4.85	1.112315	136.477221	6/27/2016	xy4249042772764636	201480133
3567	0.783	0.580707034	0.506145754	0	0.525678606	0.525678606	0.654810388	1	0.666666667	1	0	0	0	0	0.506145754	0	0.38725058	1	2	0	0.4941	0.647864773	1	4.85	1.112315	136.477221	8/6/2014	xy4249134772770945	201480133
3547	0.88	NA	NA	NA	NA	NA	0.264486529	0	0.666666667	0.666666667	0	0	0	0	NA	0	0	1	2	0	0.1035	0.539931475	0	12.9	6.129526	852.133773	6/3/2015	xy4249167072739773	201480012
3566	0.378	0.340187936	0.255808102	0	0.26460519	0.26460519	0.481379019	0	0.666666667	0.666666667	0	0	0	0	0.255808102	0	0.195718002	1	2	0	0.3636	0.417413872	0	4.85	1.112315	136.477221	6/3/2015	xy4249323372771964	201480133
3552	0.844635218	0.471363005	0.42349546	0	0.430784025	0.438738087	0.238981655	0	0.666666667	0.666666667	0	0	0	0	0.42349546	0	0.324015091	1	2	0	0.3276	0.236117181	0	11.38	0.352534	180.279971	6/22/2016	xy4249397972736796	201480012
3542	0.367390762	NA	NA	NA	NA	NA	0.873923068	0.8	0.583333333	0.873923068	0	0	0	0	NA	0	0	1	2	0	0.2493	0.093766599	0	4.66	0.671282	101.869268	6/27/2016	xy4249964572796466	201480007
3442	0	0	0	0	0	0	0.312977861	NA	NA	0.312977861	NA	NA	NA	NA	0	0.312977861	0.239458412	1	2	0	2.2689	3.744506703	0	4.45	1.504501	145.633338	7/29/2014	xy4250031372717002	201479875
3445	0.009	0.01064898	0.007753958	0	0.008311648	0.008311648	0.591602024	NA	NA	0.591602024	0	60	60	0.803003159	0.007753958	0.475058294	0.365443169	1	2	0	2.4777	3.810567805	1	4.45	1.504501	145.633338	7/29/2014	xy4250084472717090	201479875
3424	0.386	0.541619245	0.372472357	0.38003274	0.385506395	0.385506395	0.617367462	0.9	0.833333333	0.9	0	60	60	0.803003159	0.38003274	0.495748022	0.476215939	1	2	0	2.7162	2.689049244	0	1.79	2.050683	68.392259	7/24/2014	xy4250097072697827	201479941
3443	0.921	0.836390826	0.830828871	0	0.86144351	0.861458473	0.592367667	0	0.583333333	0.592367667	0.000377467	0.62911131	0.788404504	0.581836879	0.830828871	0.344661355	0.723564433	1	2	0	2.5767	3.856478458	2	4.45	1.504501	145.633338	7/29/2014	xy4250109972717563	201479875
3540	0.965517463	0.837051279	0.815854546	0	0.839639479	0.845939921	0.708916924	0.1	0.8125	0.8125	0.000160861	0.160861203	0.160861203	0.531458177	0.815854546	0.376759696	0.720293737	1	2	0	1.449	0.908268587	1	8.29	1.299046	252.0992	6/27/2016	xy4250170372789187	201480007
3425	0.579	0.634506864	0.477524385	0.464065578	0.494316441	0.494316441	0.859096969	0.2	0.75	0.859096969	0	0	0	0	0.477524385	0	0.365352458	1	2	0	3.7323	2.911622931	1	1.79	2.050683	68.392259	7/24/2014	xy4250243872699013	201479941
3554	0.13	0.216716964	0.179485285	0	0.185036526	0.185036526	0.906031584	0	0.75	0.906031584	0	0	0	0	0.179485285	0	0.137323647	1	0	0	0.3888	0.065764984	0	10.1	0.427871	176.271642	7/30/2014	xy4250286572754281	201480012
3549	0	0	0	0	0	0	0.455455738	0	0.9	0.9	0.000248023	0.045095017	0.045095017	0.557045357	0	0.527287096	0.403425757	2	2	0	14.7222	18.99848608	18	0.75	7.12568	53.416945	7/29/2014	xy4250413472746990	201480012
3422	0	0	0	0	0	0	0.530675645	NA	0.525	0.530675645	0.013223765	0.965238324	1.115792784	0.791977427	0	0.420283132	0.321557349	2	1	0	50.9877	66.71743449	69	2.2	19.191514	257.147286	7/24/2014	xy4250667072706228	201479708
3523	0.978	0.522113778	0.414972182	0	0	0.429191779	0.042085135	0	0.875	0.875	0	0	0	0	0.414972182	0	0.317493957	1	2	0	0.4149	0.424653305	0	8.11	0.348866	127.807065	7/30/2014	xy4250673872776309	201479843
3524	0.976031568	0.660817107	0.547999048	0	0	0.567159969	0.02462769	0.3	0.833333333	0.833333333	0.000683168	0.170791955	0.170791955	0.616921373	0.547999048	0.396592311	0.520416266	1	2	0	0.432	0.485601961	1	8.11	0.348866	127.807065	6/27/2016	xy4250714872775818	201479843
3426	0.5	0.698104324	0.582364531	0.545592245	0.602856348	0.602975872	0.748236398	0.8	1	1	0.000192781	0.148293011	0.154157942	0.542154792	0.582364531	0.405659949	0.549021734	1	2	0	4.0932	3.580143219	2	1.79	2.050683	68.392259	7/24/2014	xy4250742772697598	201479941
3420	0.009	0.011517189	0.00365434	0.001431838	0.003806929	0.003838378	0.449127281	0	0.4	0.449127281	0.002313746	0.139382315	0.141466522	0.689014533	0.00365434	0.457280962	0.350796251	2	1	0	51.1245	67.02136664	70	2.2	19.191514	257.147286	7/24/2014	xy4250772772704213	201479708
3419	0	NA	NA	NA	NA	NA	0.430616478	0	0.4	0.430616478	NA	NA	NA	NA	NA	0.906971715	0.462614204	2	2	0	50.6034	66.23977068	68	2.2	19.191514	257.147286	7/24/2014	xy4250781672711088	201479708
3444	0.978	0.831611855	0.791305056	0	0.819445793	0.820018235	0.747882717	0	0.666666667	0.747882717	0	0	0	0	0.791305056	0	0.605425097	1	2	0	3.105	4.834523095	3	4.45	1.504501	145.633338	7/25/2014	xy4250802672712850	201479875
3526	0	0.009567072	0.003998689	0.000199876	0.000556045	0.004149462	0.938406018	0	0.775	0.938406018	0.008693358	1.975763175	6.82205294	0.766654606	0.003998689	0.719433296	0.551456026	2	2	0	9.8163	11.06225191	13	1.35	5.497618	84.455059	6/27/2016	xy4250845472775915	201479843
3466	0	0	0	0	0	0	0.070687872	0	0.65	0.65	0.000275087	1.375432839	2.039791556	0.563007692	0	0.160859341	0.123072993	2	2	0	18.8667	21.71037014	29	2.09	9.234711	169.458182	7/29/2014	xy4250889472763864	201479833
3427	0	0	0	0	0	0	0.152336281	0.1	0.733333333	0.733333333	0.002242095	0.097482412	0.098193478	0.687155968	0	0.654579015	0.500816418	2	1	0	55.5714	71.4328949	74	0.9	20.980831	109.991334	7/24/2014	xy4250902072698025	201479658
3486	0.018	0.131453081	0.055370635	0.025642901	0.034039802	0.057247564	0.691662018	0	0.9	0.9	0.0000037	0.000686051	0.000686051	0.308910972	0.055370635	0.213661986	0.177593439	2	1	0	7.4241	8.760684428	12	1.21	9.168398	97.754496	7/29/2014	xy4250933472771798	201479809
3520	0.921052844	0.863506862	0.821796283	0.654307853	0.840305013	0.851990742	0.010283131	0	0.75	0.75	0.000609934	0.254139009	0.254139009	0.610218571	0.821796283	0.461844077	0.746539009	1	2	0	6.1164	7.245489436	10	3.7	3.419967	182.564912	6/22/2016	xy4250944372784141	201479842
3437	0.745	0.787042052	0.747532737	0.750253842	0.773758611	0.774283834	0.192566297	0.2	0.875	0.875	0.001376073	0.106672357	0.108161095	0.658305411	0.750253842	0.369548466	0.668263741	1	1	0	0.7695	0.79025912	0	1.38	0.429403	24.127729	7/25/2014	xy4251016072711835	201479676
3534	0.385	0.364901064	0.196260856	0.205212256	0.202378218	0.202378218	0.138644468	1	0.833333333	1	0.001011593	0.26620858	0.26620858	0.640117541	0.205212256	0.29719743	0.279720609	1	2	0	1.2816	0.262147569	0	5.08	0.793962	120.772514	8/6/2014	xy4251025872812583	201479912
3485	0.018	0.079544114	0.027632736	0.012447183	0.0242936	0.031583025	0.99066101	0.1	0.525	0.99066101	0	0	0	0	0.027632736	0	0.021141722	2	2	0	7.3197	8.529921279	11	1.21	9.168398	97.754496	7/29/2014	xy4251051572773877	201479809
3535	0.7	0.586777585	0.421183954	0.442057512	0.435952575	0.435952575	0.377709332	1	0.75	1	0.063287466	8.552360322	12.37297647	0.880488826	0.442057512	0.503136472	0.497687141	1	1	0	1.4805	0.608482623	1	5.08	0.793962	120.772514	8/6/2014	xy4251071772809085	201479912
3477	0.84	0.867250684	0.863560919	0.614166134	0.89508908	0.89508908	0.297823967	0.2	0.625	0.625	0.000248023	0.045095017	0.045095017	0.557045357	0.863560919	0.318311632	0.741887593	1	2	0	1.44	1.881758983	0	3.51	0.889767	88.338489	7/29/2014	xy4251076072743144	201479806
3519	0.050856681	0.05943016	0.022422818	0.00341379	0.011421863	0.011510386	0.338599806	0.1	0.5	0.5	0	0	0	0	0.022422818	0	0.01715563	2	2	0	3.375	2.904722732	3	4.55	3.21483	217.66824	6/22/2016	xy4251123072789798	201479912
3536	0.814	0.725145531	0.605232714	0.630530794	0.627543015	0.627543015	0.236765683	0.1	0.666666667	0.666666667	0	0	0	0	0.630530794	0	0.482417197	1	2	0	1.6461	0.985492257	2	4.25	0.863105	105.347769	8/5/2014	xy4251165472804995	201479912
3449	0.065730027	0.002356354	0.000974289	0.0000649	0.001001885	0.001001885	0.088614496	0.3	0.816666667	0.816666667	0.000248023	0.045095017	0.045095017	0.557045357	0.000974289	0.356221662	0.272792587	2	2	0	17.2548	22.67095201	21	1.55	7.901663	116.250695	6/22/2016	xy4251195272743604	201479735
3484	0	0	0	0	0	0	0.357713857	0	0.775	0.775	0.006939077	0.738199734	1.009099947	0.753887234	0	0.662963866	0.507231642	2	1	0	7.2315	8.299327685	10	1.21	9.168398	97.754496	8/5/2014	xy4251204272775216	201479809
3453	0.1937	0.519370279	0.491436367	0.097829911	0.50867228	0.50867228	0.264426211	0	0.9	0.9	0.000248023	0.045095017	0.045095017	0.557045357	0.491436367	0.222839585	0.43282777	2	2	0	23.5566	28.38689879	34	0.96	10.168896	81.679442	6/22/2016	xy4251269972743628	201479716
3469	0.982	0.818857147	0.734071736	0	0.31067182	0.760576147	0.271988702	0.3	0.583333333	0.583333333	0.001163892	0.200671006	0.209321445	0.648407003	0.734071736	0.463147859	0.679753731	1	1	0	1.242	2.645760951	2	6.03	0.780887	142.172664	7/30/2014	xy4251327572757032	201479752
3468	0.283	0.818857147	0.734071736	0	0.31067182	0.760576147	0.927785454	NA	NA	0.927785454	0.001163892	0.200671006	0.209321445	0.648407003	0.734071736	0.601582586	0.715059061	1	2	0	1.242	2.637726145	1	6.03	0.780887	142.172664	8/17/2014	xy4251327572757129	201479752
3483	0.015	0.120479755	0.04759326	0.033584426	0.03630018	0.049116456	0.729751341	NA	0.625	0.729751341	0	0	0	0	0.04759326	0	0.036413459	2	0	0	6.8319	7.904047549	9	1.21	9.168398	97.754496	7/30/2014	xy4251389672777349	201479809
3254	0.363	NA	NA	NA	NA	NA	0.674640168	NA	NA	0.674640168	NA	NA	NA	NA	NA	0.674640168	0.344110097	1	NA	NA	0.1368	0.298203207	0	3.25	0.483396	60.289191	NA	xy4251430272602711	201479344
3255	0	NA	NA	NA	NA	NA	0.821785214	NA	NA	0.821785214	NA	NA	NA	NA	NA	0.821785214	0.419163582	1	1	0	0.2223	0.539886096	1	3.25	0.483396	60.289191	8/15/2014	xy4251431472605671	201479344
