state	county	town	dot_district	huc12_name	featureid
Massachusetts	Berkshire	Savoy	1	Cold River	201478756
Massachusetts	Franklin	Deerfield	2	Bear River and Deerfield River	201478836
Massachusetts	Franklin	Hawley	1	Cold River	201478769
Massachusetts	Franklin	Charlemont	1	Cold River	201478769
Massachusetts	Franklin	Deerfield	2	Bear River and Deerfield River	201478726
Massachusetts	Berkshire	Florida	1	Cold River	201478725
Massachusetts	Berkshire	Savoy	1	Cold River	201478725
Massachusetts	Berkshire	Savoy	1	Cold River	201478959
Massachusetts	Franklin	Shelburne	1	Bear River and Deerfield River	201478799
Massachusetts	Berkshire	Florida	1	Cold River	201478752
Massachusetts	Berkshire	Savoy	1	Cold River	201478752
Massachusetts	Franklin	Ashfield	1	Clesson Brook	201478973
Massachusetts	Franklin	Buckland	1	Clesson Brook	201478973
Massachusetts	Franklin	Buckland	1	Clesson Brook	201478835
Massachusetts	Franklin	Shelburne	1	Bear River and Deerfield River	201478743
Massachusetts	Franklin	Shelburne	1	Bear River and Deerfield River	201478800
Massachusetts	Berkshire	Florida	1	Cold River	201478792
Massachusetts	Berkshire	Savoy	1	Cold River	201478792
Massachusetts	Franklin	Buckland	1	Clesson Brook	201478793
Massachusetts	Franklin	Buckland	1	Clesson Brook	201478866
Massachusetts	Franklin	Hawley	1	Mill Brook and Deerfield River	201478891
Massachusetts	Berkshire	Savoy	1	Cold River	201478979
Massachusetts	Franklin	Conway	1	Bear River and Deerfield River	201478842
Massachusetts	Franklin	Shelburne	1	Bear River and Deerfield River	201478842
Massachusetts	Berkshire	Savoy	1	Cold River	201478807
Massachusetts	Berkshire	Savoy	1	Cold River	201478797
Massachusetts	Berkshire	Savoy	1	Cold River	201478806
Massachusetts	Franklin	Shelburne	1	Bear River and Deerfield River	201478904
Massachusetts	Berkshire	Savoy	1	Cold River	201478872
Massachusetts	Franklin	Hawley	1	Mill Brook and Deerfield River	201479000
Massachusetts	Franklin	Deerfield	2	Bear River and Deerfield River	201478826
Massachusetts	Franklin	Deerfield	2	Bear River and Deerfield River	201478830
Massachusetts	Franklin	Hawley	1	Chickley River	201478900
Massachusetts	Franklin	Ashfield	1	Bear River and Deerfield River	201478965
Massachusetts	Franklin	Conway	1	Bear River and Deerfield River	201478965
Massachusetts	Franklin	Buckland	1	Bear River and Deerfield River	201478965
Massachusetts	Franklin	Shelburne	1	Bear River and Deerfield River	201478965
Massachusetts	Franklin	Conway	1	Bear River and Deerfield River	201478943
Massachusetts	Franklin	Shelburne	1	Bear River and Deerfield River	201478943
Massachusetts	Franklin	Buckland	1	Clesson Brook	201478914
Massachusetts	Franklin	Buckland	1	Clesson Brook	201478937
Massachusetts	Berkshire	Savoy	1	Cold River	201479035
Massachusetts	Berkshire	Savoy	1	Cold River	201479059
Massachusetts	Franklin	Buckland	1	Clesson Brook	201479031
Massachusetts	Franklin	Hawley	1	Chickley River	201479098
Massachusetts	Franklin	Deerfield	2	Bear River and Deerfield River	201478901
Massachusetts	Franklin	Deerfield	2	Bear River and Deerfield River	201478892
Massachusetts	Franklin	Deerfield	2	Bear River and Deerfield River	201478893
Massachusetts	Franklin	Hawley	1	Chickley River	201478934
Massachusetts	Franklin	Hawley	1	Chickley River	201478925
Massachusetts	Franklin	Deerfield	2	Bear River and Deerfield River	201479001
Massachusetts	Franklin	Conway	1	Bear River and Deerfield River	201478938
Massachusetts	Franklin	Shelburne	1	Bear River and Deerfield River	201478938
Massachusetts	Franklin	Deerfield	1	Bear River and Deerfield River	201479021
Massachusetts	Franklin	Shelburne	1	Bear River and Deerfield River	201479021
Massachusetts	Franklin	Deerfield	2	Bear River and Deerfield River	201479021
Massachusetts	Franklin	Shelburne	2	Bear River and Deerfield River	201479021
Massachusetts	Berkshire	Savoy	1	Cold River	201478977
Massachusetts	Franklin	Hawley	1	Chickley River	201479060
Massachusetts	Franklin	Hawley	1	Chickley River	201479037
Massachusetts	Franklin	Buckland	1	Clesson Brook	201478942
Massachusetts	Franklin	Buckland	1	Clesson Brook	201479119
Massachusetts	Franklin	Conway	1	Bear River and Deerfield River	201479229
Massachusetts	Franklin	Shelburne	1	Bear River and Deerfield River	201479229
Massachusetts	Franklin	Deerfield	2	Bear River and Deerfield River	201478993
Massachusetts	Franklin	Hawley	1	Chickley River	201479049
Massachusetts	Franklin	Savoy	1	Chickley River	201479049
Massachusetts	Berkshire	Hawley	1	Chickley River	201479049
Massachusetts	Berkshire	Savoy	1	Chickley River	201479049
Massachusetts	Berkshire	Savoy	1	Cold River	201478972
Massachusetts	Franklin	Hawley	1	Chickley River	201479097
Massachusetts	Berkshire	Savoy	1	Cold River	201478985
Massachusetts	Franklin	Hawley	1	Clesson Brook	201478976
Massachusetts	Franklin	Buckland	1	Clesson Brook	201478976
Massachusetts	Franklin	Deerfield	2	Bear River and Deerfield River	201478994
Massachusetts	Franklin	Deerfield	2	Bear River and Deerfield River	201479042
Massachusetts	Berkshire	Savoy	1	Cold River	201478995
Massachusetts	Berkshire	Savoy	1	Cold River	201478978
Massachusetts	Franklin	Buckland	1	Clesson Brook	201479006
Massachusetts	Berkshire	Savoy	1	Cold River	201479114
Massachusetts	Berkshire	Savoy	1	Cold River	201479029
Massachusetts	Franklin	Deerfield	2	Bear River and Deerfield River	201479032
Massachusetts	Berkshire	Savoy	1	Cold River	201479181
Massachusetts	Franklin	Buckland	1	Clesson Brook	201479030
Massachusetts	Franklin	Deerfield	2	Bear River and Deerfield River	201479162
Massachusetts	Franklin	Deerfield	2	Bear River and Deerfield River	201479047
Massachusetts	Franklin	Hawley	1	Clesson Brook	201479017
Massachusetts	Franklin	Buckland	1	Clesson Brook	201479017
Massachusetts	Franklin	Hawley	1	Clesson Brook	201479080
Massachusetts	Franklin	Buckland	1	Clesson Brook	201479080
Massachusetts	Franklin	Ashfield	1	Bear River and Deerfield River	201479046
Massachusetts	Franklin	Buckland	1	Bear River and Deerfield River	201479046
Massachusetts	Franklin	Deerfield	1	Bear River and Deerfield River	201479025
Massachusetts	Franklin	Conway	1	Bear River and Deerfield River	201479025
Massachusetts	Franklin	Shelburne	1	Bear River and Deerfield River	201479025
Massachusetts	Franklin	Deerfield	2	Bear River and Deerfield River	201479025
Massachusetts	Franklin	Conway	2	Bear River and Deerfield River	201479025
Massachusetts	Franklin	Shelburne	2	Bear River and Deerfield River	201479025
Massachusetts	Franklin	Deerfield	1	Bear River and Deerfield River	201479077
Massachusetts	Franklin	Conway	1	Bear River and Deerfield River	201479077
Massachusetts	Franklin	Deerfield	2	Bear River and Deerfield River	201479077
Massachusetts	Franklin	Conway	2	Bear River and Deerfield River	201479077
Massachusetts	Franklin	Deerfield	2	Bear River and Deerfield River	201479043
Massachusetts	Franklin	Hawley	1	Clesson Brook	201479088
Massachusetts	Franklin	Deerfield	2	Bear River and Deerfield River	201479081
Massachusetts	Franklin	Hawley	1	Chickley River	201479234
Massachusetts	Franklin	Hawley	1	Chickley River	201479334
Massachusetts	Franklin	Ashfield	1	Bear River and Deerfield River	201479058
Massachusetts	Franklin	Buckland	1	Bear River and Deerfield River	201479058
Massachusetts	Franklin	Deerfield	2	Bear River and Deerfield River	201479100
Massachusetts	Franklin	Ashfield	1	Bear River and Deerfield River	201479075
Massachusetts	Franklin	Conway	1	Bear River and Deerfield River	201479075
Massachusetts	Franklin	Buckland	1	Bear River and Deerfield River	201479075
Massachusetts	Franklin	Hawley	1	Chickley River	201479057
Massachusetts	Franklin	Savoy	1	Chickley River	201479057
Massachusetts	Berkshire	Hawley	1	Chickley River	201479057
Massachusetts	Berkshire	Savoy	1	Chickley River	201479057
Massachusetts	Franklin	Hawley	1	Chickley River	201479182
Massachusetts	Franklin	Ashfield	1	Bear River and Deerfield River	201479076
Massachusetts	Franklin	Conway	1	Bear River and Deerfield River	201479076
Massachusetts	Franklin	Buckland	1	Bear River and Deerfield River	201479076
Massachusetts	Berkshire	Savoy	1	Cold River	201479073
Massachusetts	Berkshire	Savoy	1	Cold River	201479072
Massachusetts	Franklin	Deerfield	2	Bear River and Deerfield River	201479249
Massachusetts	Franklin	Hawley	1	Clesson Brook	201479089
Massachusetts	Franklin	Deerfield	1	Bear River and Deerfield River	201479125
Massachusetts	Franklin	Conway	1	Bear River and Deerfield River	201479125
Massachusetts	Franklin	Deerfield	2	Bear River and Deerfield River	201479125
Massachusetts	Franklin	Conway	2	Bear River and Deerfield River	201479125
Massachusetts	Franklin	Hawley	1	Clesson Brook	201479142
Massachusetts	Franklin	Hawley	1	Clesson Brook	201479241
Massachusetts	Franklin	Hawley	1	Chickley River	201479183
Massachusetts	Franklin	Ashfield	1	Bear River and Deerfield River	201479259
Massachusetts	Franklin	Conway	1	Bear River and Deerfield River	201479259
Massachusetts	Franklin	Deerfield	2	Bear River and Deerfield River	201479290
Massachusetts	Franklin	Buckland	1	Clesson Brook	201479143
Massachusetts	Franklin	Ashfield	1	Clesson Brook	201479158
Massachusetts	Franklin	Buckland	1	Clesson Brook	201479158
Massachusetts	Franklin	Deerfield	1	South River	201479267
Massachusetts	Franklin	Conway	1	South River	201479267
Massachusetts	Franklin	Deerfield	2	South River	201479267
Massachusetts	Franklin	Conway	2	South River	201479267
Massachusetts	Franklin	Deerfield	1	Bear River and Deerfield River	201479211
Massachusetts	Franklin	Conway	1	Bear River and Deerfield River	201479211
Massachusetts	Franklin	Deerfield	2	Bear River and Deerfield River	201479211
Massachusetts	Franklin	Conway	2	Bear River and Deerfield River	201479211
Massachusetts	Franklin	Ashfield	1	Clesson Brook	201479167
Massachusetts	Franklin	Buckland	1	Clesson Brook	201479167
Massachusetts	Franklin	Deerfield	2	Bear River and Deerfield River	201479163
Massachusetts	Franklin	Ashfield	1	Clesson Brook	201479316
Massachusetts	Franklin	Buckland	1	Clesson Brook	201479316
Massachusetts	Franklin	Ashfield	1	Clesson Brook	201479166
Massachusetts	Franklin	Buckland	1	Clesson Brook	201479166
Massachusetts	Franklin	Hawley	1	Clesson Brook	201479235
Massachusetts	Franklin	Deerfield	2	Bear River and Deerfield River	201479212
Massachusetts	Franklin	Conway	1	Bear River and Deerfield River	201479228
Massachusetts	Franklin	Ashfield	1	Clesson Brook	201479191
Massachusetts	Franklin	Hawley	1	Chickley River	201479264
Massachusetts	Franklin	Deerfield	2	Bear River and Deerfield River	201479265
Massachusetts	Franklin	Ashfield	1	Bear River and Deerfield River	201479336
Massachusetts	Franklin	Buckland	1	Bear River and Deerfield River	201479336
Massachusetts	Franklin	Deerfield	1	Bear River and Deerfield River	201479268
Massachusetts	Franklin	Conway	1	Bear River and Deerfield River	201479268
Massachusetts	Franklin	Deerfield	2	Bear River and Deerfield River	201479268
Massachusetts	Franklin	Conway	2	Bear River and Deerfield River	201479268
Massachusetts	Franklin	Conway	1	South River	201479411
Massachusetts	Franklin	Hawley	1	Chickley River	201479263
Massachusetts	Franklin	Buckland	1	Clesson Brook	201479236
Massachusetts	Franklin	Conway	1	Bear River and Deerfield River	201479289
Massachusetts	Franklin	Hawley	1	Clesson Brook	201479284
Massachusetts	Franklin	Hawley	1	Chickley River	201479359
Massachusetts	Franklin	Savoy	1	Chickley River	201479359
Massachusetts	Berkshire	Hawley	1	Chickley River	201479359
Massachusetts	Berkshire	Savoy	1	Chickley River	201479359
Massachusetts	Franklin	Ashfield	1	Clesson Brook	201479266
Massachusetts	Franklin	Buckland	1	Clesson Brook	201479266
Massachusetts	Franklin	Deerfield	2	Bear River and Deerfield River	201479256
Massachusetts	Berkshire	Savoy	1	Chickley River	201479396
Massachusetts	Franklin	Conway	1	Bear River and Deerfield River	201479307
Massachusetts	Franklin	Deerfield	2	Bear River and Deerfield River	201479344
Massachusetts	Franklin	Ashfield	1	Bear River and Deerfield River	201479300
Massachusetts	Franklin	Conway	1	Bear River and Deerfield River	201479300
Massachusetts	Franklin	Deerfield	1	Bear River and Deerfield River	201479319
Massachusetts	Franklin	Conway	1	Bear River and Deerfield River	201479319
Massachusetts	Franklin	Deerfield	2	Bear River and Deerfield River	201479319
Massachusetts	Franklin	Conway	2	Bear River and Deerfield River	201479319
Massachusetts	Franklin	Hawley	1	Chickley River	201479345
Massachusetts	Franklin	Ashfield	1	Clesson Brook	201479272
Massachusetts	Franklin	Hawley	1	Clesson Brook	201479272
Massachusetts	Franklin	Buckland	1	Clesson Brook	201479272
Massachusetts	Franklin	Conway	1	Bear River and Deerfield River	201479314
Massachusetts	Franklin	Ashfield	1	Clesson Brook	201479367
Massachusetts	Franklin	Hawley	1	Clesson Brook	201479367
Massachusetts	Franklin	Buckland	1	Clesson Brook	201479367
Massachusetts	Franklin	Conway	1	South River	201479331
Massachusetts	Franklin	Conway	1	Bear River and Deerfield River	201479308
Massachusetts	Franklin	Conway	1	Bear River and Deerfield River	201479368
Massachusetts	Franklin	Ashfield	1	Bear River and Deerfield River	201479389
Massachusetts	Franklin	Deerfield	2	Bear River and Deerfield River	201479317
Massachusetts	Franklin	Deerfield	2	Bear River and Deerfield River	201479390
Massachusetts	Berkshire	Savoy	1	Chickley River	201479340
Massachusetts	Franklin	Ashfield	1	Bear River and Deerfield River	201479424
Massachusetts	Franklin	Conway	1	Bear River and Deerfield River	201479424
Massachusetts	Berkshire	Savoy	1	Chickley River	201479341
Massachusetts	Franklin	Ashfield	1	Clesson Brook	201479327
Massachusetts	Franklin	Buckland	1	Clesson Brook	201479327
Massachusetts	Franklin	Ashfield	1	Clesson Brook	201479492
Massachusetts	Franklin	Ashfield	1	Bear River and Deerfield River	201479335
Massachusetts	Franklin	Ashfield	1	Bear River and Deerfield River	201479343
Massachusetts	Berkshire	Savoy	1	Chickley River	201479410
Massachusetts	Franklin	Hawley	1	Chickley River	201479379
Massachusetts	Franklin	Ashfield	1	Bear River and Deerfield River	201479398
Massachusetts	Berkshire	Savoy	1	Chickley River	201479404
Massachusetts	Franklin	Ashfield	1	Bear River and Deerfield River	201479432
Massachusetts	Franklin	Hawley	1	Chickley River	201479422
Massachusetts	Franklin	Hawley	1	Chickley River	201479374
Massachusetts	Franklin	Hawley	1	Chickley River	201479394
Massachusetts	Franklin	Hawley	1	Chickley River	201479416
Massachusetts	Franklin	Savoy	1	Chickley River	201479416
Massachusetts	Berkshire	Hawley	1	Chickley River	201479416
Massachusetts	Berkshire	Savoy	1	Chickley River	201479416
Massachusetts	Franklin	Ashfield	1	Clesson Brook	201479373
Massachusetts	Franklin	Hawley	1	Clesson Brook	201479373
Massachusetts	Franklin	Buckland	1	Clesson Brook	201479373
Massachusetts	Franklin	Ashfield	1	Clesson Brook	201479397
Massachusetts	Hampshire	Hawley	1	Chickley River	201479811
Massachusetts	Hampshire	Plainfield	1	Chickley River	201479811
Massachusetts	Franklin	Hawley	1	Chickley River	201479811
Massachusetts	Franklin	Plainfield	1	Chickley River	201479811
Massachusetts	Franklin	Ashfield	1	Bear River and Deerfield River	201479446
Massachusetts	Berkshire	Savoy	1	Chickley River	201479443
Massachusetts	Franklin	Hawley	1	Chickley River	201479421
Massachusetts	Franklin	Hawley	1	Chickley River	201479465
Massachusetts	Franklin	Hawley	1	Chickley River	201479480
Massachusetts	Franklin	Ashfield	1	Bear River and Deerfield River	201479423
Massachusetts	Franklin	Ashfield	1	Bear River and Deerfield River	201479407
Massachusetts	Franklin	Hawley	1	Chickley River	201479533
Massachusetts	Berkshire	Savoy	1	Chickley River	201479452
Massachusetts	Berkshire	Savoy	1	Chickley River	201479415
Massachusetts	Franklin	Hawley	1	Chickley River	201479532
Massachusetts	Franklin	Conway	1	South River	201479481
Massachusetts	Franklin	Conway	1	South River	201479658
Massachusetts	Franklin	Hawley	1	Chickley River	201479591
Massachusetts	Franklin	Savoy	1	Chickley River	201479591
Massachusetts	Berkshire	Hawley	1	Chickley River	201479591
Massachusetts	Berkshire	Savoy	1	Chickley River	201479591
Massachusetts	Hampshire	Hawley	1	Chickley River	201479599
Massachusetts	Hampshire	Plainfield	1	Chickley River	201479599
Massachusetts	Hampshire	Savoy	1	Chickley River	201479599
Massachusetts	Franklin	Hawley	1	Chickley River	201479599
Massachusetts	Franklin	Plainfield	1	Chickley River	201479599
Massachusetts	Franklin	Savoy	1	Chickley River	201479599
Massachusetts	Berkshire	Hawley	1	Chickley River	201479599
Massachusetts	Berkshire	Plainfield	1	Chickley River	201479599
Massachusetts	Berkshire	Savoy	1	Chickley River	201479599
Massachusetts	Franklin	Ashfield	1	Bear River and Deerfield River	201479537
Massachusetts	Berkshire	Savoy	1	Chickley River	201479548
Massachusetts	Franklin	Hawley	1	Chickley River	201479576
Massachusetts	Franklin	Ashfield	1	Clesson Brook	201479525
Massachusetts	Hampshire	Hawley	1	Chickley River	201479566
Massachusetts	Hampshire	Plainfield	1	Chickley River	201479566
Massachusetts	Franklin	Hawley	1	Chickley River	201479566
Massachusetts	Franklin	Plainfield	1	Chickley River	201479566
Massachusetts	Franklin	Ashfield	1	Clesson Brook	201479567
Massachusetts	Franklin	Hawley	1	Chickley River	201479554
Massachusetts	Franklin	Ashfield	1	South River	201479809
Massachusetts	Hampshire	Hawley	1	Chickley River	201479601
Massachusetts	Hampshire	Plainfield	1	Chickley River	201479601
Massachusetts	Franklin	Hawley	1	Chickley River	201479601
Massachusetts	Franklin	Plainfield	1	Chickley River	201479601
Massachusetts	Franklin	Ashfield	1	South River	201479717
Massachusetts	Franklin	Conway	1	South River	201479717
Massachusetts	Hampshire	Hawley	1	Chickley River	201479608
Massachusetts	Hampshire	Plainfield	1	Chickley River	201479608
Massachusetts	Franklin	Hawley	1	Chickley River	201479608
Massachusetts	Franklin	Plainfield	1	Chickley River	201479608
Massachusetts	Franklin	Ashfield	1	South River	201479687
Massachusetts	Franklin	Ashfield	1	South River	201479716
Massachusetts	Franklin	Conway	1	South River	201479716
Massachusetts	Franklin	Conway	1	South River	201479676
Massachusetts	Franklin	Conway	1	South River	201479708
Massachusetts	Franklin	Conway	1	South River	201479941
Massachusetts	Franklin	Conway	1	South River	201479763
Massachusetts	Franklin	Conway	1	South River	201479675
Massachusetts	Franklin	Conway	1	South River	201479688
Massachusetts	Franklin	Ashfield	1	South River	201479738
Massachusetts	Franklin	Conway	1	South River	201479875
Massachusetts	Franklin	Conway	1	South River	201479735
Massachusetts	Franklin	Conway	1	South River	201479806
Massachusetts	Franklin	Ashfield	1	South River	201479752
Massachusetts	Franklin	Ashfield	1	South River	201479833
Massachusetts	Franklin	Ashfield	1	South River	201479820
Massachusetts	Franklin	Ashfield	1	South River	201479843
Massachusetts	Franklin	Ashfield	1	South River	201479842
Massachusetts	Franklin	Ashfield	1	South River	201479912
Massachusetts	Franklin	Ashfield	1	South River	201479955
Massachusetts	Franklin	Conway	1	South River	201479928
Massachusetts	Franklin	Conway	1	South River	201479898
Massachusetts	Franklin	Ashfield	1	South River	201480012
Massachusetts	Franklin	Conway	1	South River	201480012
Massachusetts	Franklin	Ashfield	1	South River	201480007
Massachusetts	Franklin	Ashfield	1	South River	201480000
Massachusetts	Franklin	Ashfield	1	South River	201480127
Massachusetts	Franklin	Conway	1	South River	201480127
Massachusetts	Franklin	Conway	1	South River	201480084
Massachusetts	Franklin	Ashfield	1	South River	201480133
Massachusetts	Franklin	Ashfield	1	South River	201480134
Massachusetts	Franklin	Conway	1	South River	201480134
Massachusetts	Franklin	Ashfield	1	South River	201480177
Massachusetts	Franklin	Conway	1	South River	201480177
Massachusetts	Franklin	Ashfield	1	South River	201480232
Massachusetts	Franklin	Ashfield	1	South River	201480235
Massachusetts	Franklin	Ashfield	1	South River	201480377
Massachusetts	Franklin	Ashfield	1	South River	201480376
Massachusetts	Hampshire	Ashfield	1	South River	201480409
Massachusetts	Hampshire	Goshen	1	South River	201480409
Massachusetts	Franklin	Ashfield	1	South River	201480409
Massachusetts	Franklin	Goshen	1	South River	201480409
