unique_id	cross_prior	eco_dis	trans_vuln	max_rof	int_del	impass	deltaln	effectln	effln16Cur	effln18Cur	effln20Cur	effln22Cur	effln16Fut	effln18Fut	effln20Fut	effln22Fut	anad_rest	struct_rof	geo_rof	hydCurAll	hydCurStat	hydCurPhys	hydMCAll	hydMCPhys	ave_del	aff_del	max_del	bar_type	drain_tot	drain_bar	strkm_tot	strkm_bar	upstr_bars	slope_perc	Q2_m3_s	w_W_m2_ST	obs_date	jurisdiction	nhs	crossing_id	featureid
558	0.296212965	0.530503235	NA	NA	NA	0.444	0.583092455	0.530503235	0	0.577588266	0.577588266	0.577588266	0	0	0.577588266	0.577588266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.5868	0.0045	0.979193964	0.029584399	1	8.5100002	0.535916718	166.2198384	NA	NA	NA	xy4285463272814911	201476060
559	0.251808047	0.450976153	NA	NA	NA	0.207	0.504975134	0.450976153	0	0.49116934	0.49116934	0.49116934	0	0	0.49116934	0.49116934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.5904	0.0036	1.018373086	0.039179122	2	1.74	4.434477842	97.76313653	NA	NA	NA	xy4285490972815199	201476060
562	0.327310886	0.586198122	NA	NA	NA	0.264	0.619332827	0.586198122	0	0.638156137	0.638156137	0.638156137	0	0	0.638156137	0.638156137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	6.4053	0.5904	7.872036378	0.684914933	9	3.8199999	5.09344769	230.0244028	NA	NA	NA	xy4285634872825507	201476060
564	0.252670716	0.452521151	NA	NA	NA	0.23	0.508294725	0.452521151	0	0.492743893	0.492743893	0.492743893	0	0	0.492743893	0.492743893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	5.0472	0.0711	6.566768293	0.226272532	6	1.74	4.434477842	97.76313653	NA	NA	NA	xy4285487972816695	201476060
565	0.260779198	0.467043054	NA	NA	NA	0.25	0.512790039	0.467043054	0	0.508489962	0.508489962	0.508489962	0	0	0.508489962	0.508489962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	5.7015	0.6543	7.054490862	0.48772257	7	1.74	4.434477842	97.76313653	NA	NA	NA	xy4285513572821544	201476060
566	0.307827944	0.551305106	NA	NA	NA	0.299	0.588938878	0.551305106	0	0.60040017	0.60040017	0.60040017	0	0	0.60040017	0.60040017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	5.8149	0.1134	7.187121445	0.132630583	8	1.74	4.434477842	97.76313653	NA	NA	NA	xy4285586472822744	201476060
568	0.302822971	0.542341439	NA	NA	NA	0.301	0.566902494	0.542341439	0	0.591437798	0.591437798	0.591437798	0	0	0.591437798	0.591437798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3.6459	3.6459	4.473420737	4.473420737	0	NA	NA	NA	NA	NA	NA	xy4286034772811703	201476060
569	0.283641549	0.50798843	NA	NA	NA	0.308	0.551149671	0.50798843	0	0.55424002	0.55424002	0.55424002	0	0	0.55424002	0.55424002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3.942	0.2961	4.935837295	0.462416558	1	3.9100001	3.406997351	192.5605405	NA	NA	NA	xy4285666972811367	201476060
570	0.264498348	0.473703875	NA	NA	NA	0.323	0.52723268	0.473703875	0	0.516261369	0.516261369	0.516261369	0	0	0.516261369	0.516261369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4.3857	0.4437	5.322122674	0.386285379	2	3.9100001	3.406997351	192.5605405	NA	NA	NA	xy4285522672814269	201476060
573	0.355321414	0.636363636	NA	NA	NA	0.38	0.629593657	0.612217842	0.636363636	0.667948634	0.667948634	0.667948634	0.777777778	0.636363636	0.667948634	0.667948634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.3545	1.3545	1.196205097	1.196205097	0	0.08	2.107452108	3.098656715	NA	NA	NA	xy4288938873020833	201476089
575	0.355321414	0.636363636	NA	NA	NA	0.252	0.610403373	0.589827716	0.636363636	0.643959375	0.643959375	0.643959375	0	0.636363636	0.643959375	0.643959375	0.229602655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3.6342	3.6342	3.109826972	3.109826972	0	6.7800002	3.674775124	346.7765507	NA	NA	NA	xy4288852973009100	201476205
576	0.355321414	0.636363636	NA	NA	NA	0.271	0.624924805	0.600032028	0.636363636	0.655074458	0.655074458	0.655074458	0	0.636363636	0.655074458	0.655074458	0.141286485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3.7413	0.1071	3.222356182	0.11252921	1	3.05	3.812504161	158.8947789	NA	NA	NA	xy4288951173008868	201476205
582	0.363492518	0.650997691	NA	NA	NA	0.447	0.704798407	0.650997691	0.636363636	0.711118879	0.711118879	0.711118879	0	0.636363636	0.711118879	0.711118879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.6957	0.6957	0.532051157	0.532051157	0	8.1800003	0.136552534	80.65064285	NA	NA	NA	xy4283445372687634	201476108
583	0.412105187	0.738060653	NA	NA	NA	0.416	0.778564325	0.738060653	0.727272727	0.805762282	0.805762282	0.805762282	0	0.727272727	0.805762282	0.805762282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.26	0.5643	1.130737723	0.598686566	1	5.75	3.62023712	291.9046307	NA	NA	NA	xy4282927372688383	201476108
597	0.300523789	0.538223714	NA	NA	NA	0.332	0.589010656	0.538223714	0	0.587363479	0.587363479	0.587363479	0	0	0.587363479	0.587363479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.7164	0.7164	0.956689866	0.956689866	0	9.0799999	0.724896472	206.2663907	NA	NA	NA	xy4284903072841060	201476141
600	0.325679685	0.583276718	NA	NA	NA	0.271	0.638534225	0.583276718	0.454545455	0.636330963	0.636330963	0.636330963	0	0.454545455	0.636330963	0.636330963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3.0312	0.8073	5.942361045	1.621448958	5	3.6099999	2.349177226	147.6283316	NA	NA	NA	xy4284785072835685	201476152
601	0.321280821	0.575398564	NA	NA	NA	0.244	0.634061545	0.575398564	0.545454545	0.627561279	0.627561279	0.627561279	0	0.545454545	0.627561279	0.627561279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3.0636	0.0324	6.008896203	0.066535158	6	3.6099999	2.349177226	147.6283316	NA	NA	NA	xy4284826972836254	201476152
604	0.320947541	0.574801675	NA	NA	NA	0.374	0.641609821	0.574801675	0.545454545	0.627092898	0.627092898	0.627092898	0.555555556	0.545454545	0.627092898	0.627092898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.7074	0.3573	1.425423971	1.004110879	1	6.3899999	1.533597114	211.1354323	NA	NA	NA	xy4284110672835453	201476211
607	0.260239039	0.466075655	NA	NA	NA	0.339	0.540949122	0.466075655	0.454545455	0.507631904	0.507631904	0.507631904	0	0.454545455	0.507631904	0.507631904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.3591	0.3591	0.518166437	0.518166437	0	7.75	0.449026453	138.561411	NA	NA	NA	xy4284291272829383	201476171
610	0.456841818	0.818181818	NA	NA	NA	0.365	0.771490742	0.747081859	0.818181818	0.816584302	0.816584302	0.816584302	0	0.818181818	0.816584302	0.816584302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.134	1.134	2.25968263	2.25968263	0	6.4699998	1.014735428	173.8942852	NA	NA	NA	xy4284580172829112	201476171
611	0.406081616	0.727272727	NA	NA	NA	0.388	0.720732428	0.691981562	0.727272727	0.756239027	0.756239027	0.756239027	0	0.727272727	0.756239027	0.756239027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.1574	0.0234	2.37732168	0.11763905	1	6.4699998	1.014735428	173.8942852	NA	NA	NA	xy4284557272830503	201476171
616	0.406081616	0.727272727	NA	NA	NA	0.416	0.712084125	0.69328073	0.727272727	0.757268374	0.757268374	0.757268374	0.777777778	0.727272727	0.757268374	0.757268374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.5445	0.5445	0.284601827	0.284601827	0	15.8400002	0.904989567	402.0514187	NA	NA	NA	xy4287126072970793	201476177
618	0.304561212	0.545454545	NA	NA	NA	0.349	0.546735122	0.512917437	0.545454545	0.559773476	0.559773476	0.559773476	0.666666667	0.545454545	0.559773476	0.559773476	0.197163441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.2258	1.2258	0.708876824	0.708876824	0	2.0999999	1.030548959	56.87982098	NA	NA	NA	xy4284824472782646	201476185
619	0.391193797	0.700609356	NA	NA	NA	0.314	0.724858226	0.700609356	0.636363636	0.766055249	0.766055249	0.766055249	0.666666667	0.636363636	0.766055249	0.766055249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2.6766	1.1799	2.699079331	1.575905511	2	3.22	2.057343285	123.2292736	NA	NA	NA	xy4283509872768515	201476185
621	0.364809322	0.653356024	NA	NA	NA	0.418	0.685755907	0.653356024	0.636363636	0.713779279	0.713779279	0.713779279	0.777777778	0.636363636	0.713779279	0.713779279	0.214417774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.4967	0.2709	1.12317382	0.414296996	1	3.22	2.057343285	123.2292736	NA	NA	NA	xy4284506072780337	201476185
623	0.368556979	0.660067899	NA	NA	NA	0.434	0.674754986	0.660067899	0	0.720798374	0.720798374	0.720798374	0	0	0.720798374	0.720798374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.7038	0.7038	0.383970336	0.383970336	0	NA	NA	NA	NA	NA	NA	xy4284399472795681	201476197
625	NA	NA	NA	NA	NA	0.392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.2682	0.2682	0.394419844	0.394419844	0	5.7800002	0.475315356	106.3220663	NA	NA	NA	xy4285560272872018	201476199
626	0.25380101	0.454545455	NA	NA	NA	0.38	0.506538367	0.439617545	0.454545455	0.478914777	0.478914777	0.478914777	0	0.454545455	0.478914777	0.478914777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.1799	0.9117	0.884641849	0.490222005	1	7.6199999	1.423412643	242.5632516	NA	NA	NA	xy4285284572876420	201476199
627	0.304561212	0.545454545	NA	NA	NA	0.447	0.565292455	0.506932384	0.545454545	0.545554325	0.545554325	0.545554325	0	0.545454545	0.545554325	0.545554325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.2825	0.1026	1.078189553	0.193547704	2	7.6199999	1.423412643	242.5632516	NA	NA	NA	xy4285159872878046	201476199
628	0.304561212	0.545454545	NA	NA	NA	0.452	0.594950288	0.536121061	0.545454545	0.551703902	0.551703902	0.551703902	0	0.545454545	0.551703902	0.551703902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.3491	0.0666	1.161270617	0.083081064	3	7.6199999	1.423412643	242.5632516	NA	NA	NA	xy4285118572878867	201476199
629	0.377208278	0.675561961	NA	NA	NA	0.416	0.707615386	0.675561961	0.545454545	0.644370809	0.644370809	0.644370809	0	0.545454545	0.644370809	0.644370809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.7487	0.3996	1.504120801	0.342850184	4	7.6199999	1.423412643	242.5632516	NA	NA	NA	xy4285169772882863	201476199
633	0.214824335	0.384740096	NA	NA	NA	0.444	0.488796074	0.384740096	0.363636364	0.417689059	0.417689059	0.417689059	0.444444444	0.363636364	0.417689059	0.417689059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.3501	0.3501	0.421313092	0.421313092	0	5.5900002	0.465645934	101.7757611	NA	NA	NA	xy4283845972835729	201476211
642	NA	NA	NA	NA	NA	0.386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.1971	0.1971	0.374494026	0.374494026	0	NA	NA	NA	NA	NA	NA	xy4283698172679782	201476218
645	0.439544866	0.787203804	NA	NA	NA	0.257	0.801040718	0.787203804	0.727272727	0.859414297	0.859414297	0.859414297	0	0.727272727	0.859414297	0.859414297	0.214461659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	6.0525	2.6721	6.475344131	3.392294463	4	3.5599999	4.420782584	199.7120183	NA	NA	NA	xy4283188272767929	201476231
652	0.108340809	0.194033201	NA	NA	NA	0.405	0.40584617	0.194033201	0.181818182	0.211448474	0.211448474	0.211448474	0	0.181818182	0.211448474	0.211448474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.3645	0.3645	0.09675691	0.09675691	0	8.3500004	0.796511443	198.8323917	NA	NA	NA	xy4286007172781072	201476232
654	0.355321414	0.636363636	NA	NA	NA	0.38	0.684176804	0.591500267	0.636363636	0.644584092	0.644584092	0.644584092	0	0.636363636	0.644584092	0.644584092	0.110679752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.7064	1.2492	1.473834419	1.191338424	3	1.63	1.434906412	52.09595725	NA	NA	NA	xy4285727772777278	201476232
656	NA	NA	NA	NA	NA	0.321	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.0549	0.0549	0.090850035	0.090850035	0	5.3899999	0.176724695	60.45636148	NA	NA	NA	xy4286534972778879	201476232
657	NA	NA	NA	NA	NA	0.351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.0927	0.0378	0.185739085	0.09488905	1	NA	NA	NA	NA	NA	NA	xy4286469072779524	201476232
659	0.406081616	0.727272727	NA	NA	NA	1	0.737643088	0.710224331	0.727272727	0.775284718	0.775284718	0.775284718	0	0.727272727	0.775284718	0.775284718	0.252952814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	6.9228	0.6939	8.549194109	0.784561036	4	5.7199998	4.336578699	317.8149045	NA	NA	NA	xy4281484272681438	201476241
660	0.406081616	0.727272727	NA	NA	NA	1	0.694648044	0.669464868	0.727272727	0.730730371	0.730730371	0.730730371	0	0.727272727	0.730730371	0.730730371	0.157850928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	7.4934	0.2808	9.642388219	0.53709902	6	3.5599999	4.327844504	197.6015953	NA	NA	NA	xy4281114072672086	201476357
661	0.406081616	0.727272727	NA	NA	NA	0.169	0.685652578	0.660552747	0.727272727	0.721169426	0.721169426	0.721169426	0	0.727272727	0.721169426	0.721169426	0.155462536	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	7.2126	0.2898	9.105289199	0.55609509	5	3.5599999	4.327844504	197.6015953	NA	NA	NA	xy4281117672677214	201476241
663	0.355321414	0.636363636	NA	NA	NA	0.461	0.661562263	0.626131447	0.636363636	0.682698307	0.682698307	0.682698307	0	0.636363636	0.682698307	0.682698307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.324	0.324	0.407825697	0.407825697	0	3.5699999	3.871175267	187.4106455	NA	NA	NA	xy4281753772683870	201476241
664	0.408632788	0.731841753	NA	NA	NA	0.283	0.759298015	0.731841753	0.727272727	0.79884768	0.79884768	0.79884768	0	0.727272727	0.79884768	0.79884768	0.331210797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	5.9049	4.6449	7.356807376	6.226069653	2	3.03	3.693549034	155.3707242	NA	NA	NA	xy4282073072684435	201476241
666	0.416691864	0.746275173	NA	NA	NA	0.155	0.768366571	0.746275173	0	0.814987096	0.814987096	0.814987096	0	0	0.814987096	0.814987096	0.217661383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	9.4752	3.852	12.90216414	4.679708442	10	2.8099999	5.809818641	180.7141795	NA	NA	NA	xy4281323472724370	201476294
669	0.422001427	0.755784346	NA	NA	NA	0.139	0.777355096	0.755784346	0	0.825337958	0.825337958	0.825337958	0	0	0.825337958	0.825337958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.1791	0.1791	0.291664722	0.291664722	0	2.8099999	5.809818641	180.7141795	NA	NA	NA	xy4281425472724372	201476294
676	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.2223	0.2223	0.129806559	0.129806559	0	11.79	0.274450877	164.7975484	NA	NA	NA	xy4283930172733885	201476294
677	NA	NA	NA	NA	NA	0.408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.2376	0.0153	0.226079005	0.096272446	1	11.79	0.274450877	164.7975484	NA	NA	NA	xy4283852072733400	201476294
678	NA	NA	NA	NA	NA	0.196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	5.166	0.4365	7.554425962	0.7093919	5	0	3.343024137	0	NA	NA	NA	xy4283953872725274	201476294
679	0.453305494	0.811848431	NA	NA	NA	0.322	0.827832055	0.811848431	0	0.886291923	0.886291923	0.886291923	0	0	0.886291923	0.886291923	0.251942535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	5.2065	0.0405	7.704711971	0.150286009	6	4.1799998	3.471338605	207.7922685	NA	NA	NA	xy4283834672725643	201476294
682	0.377153602	0.675464039	NA	NA	NA	0.168	0.674161127	0.675464039	0.636363636	0.736933582	0.736933582	0.736933582	0.666666667	0.636363636	0.736933582	0.736933582	0.240671315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	7.3908	7.3908	11.02620574	11.02620574	0	0.83	13.56605281	81.56605665	NA	NA	NA	xy4282427672742685	201476296
683	0.343068628	0.614419483	NA	NA	NA	0.22	0.634791855	0.614419483	0.545454545	0.670795276	0.670795276	0.670795276	0.333333333	0.545454545	0.670795276	0.670795276	0.167494762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	8.2881	0.2691	12.14358168	0.406035561	2	0.83	13.56605281	81.56605665	NA	NA	NA	xy4281555572738628	201476296
685	0.360946905	0.64643862	NA	NA	NA	0.162	0.658364618	0.64643862	0.636363636	0.705480573	0.705480573	0.705480573	0.666666667	0.636363636	0.705480573	0.705480573	0.182678287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	8.019	0.6282	11.73754612	0.711340376	1	0.83	13.56605281	81.56605665	NA	NA	NA	xy4281894772739326	201476296
689	0.310846483	0.556711165	NA	NA	NA	0.407	0.582343167	0.556711165	0	0.608300872	0.608300872	0.608300872	0	0	0.608300872	0.608300872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.3456	0.3456	0.306850588	0.306850588	0	4.3800001	0.345930534	68.73425059	NA	NA	NA	xy4282256272715542	201476302
691	0.333885557	0.597973042	NA	NA	NA	0.115	0.621050497	0.597973042	0	0.653126345	0.653126345	0.653126345	0	0	0.653126345	0.653126345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	34.3656	1.1727	46.05818632	2.188800646	29	1.9400001	18.77764445	224.2987895	NA	NA	NA	xy4281185472720871	201476305
692	0.159365358	0.285415724	NA	NA	NA	0.076	0.316166668	0.285415724	0	0.31120002	0.31120002	0.31120002	0	0	0.31120002	0.31120002	0.100711836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	34.4736	0.0909	46.31417604	0.219047054	31	1.9400001	18.77764445	224.2987895	NA	NA	NA	xy4281083072718519	201476305
693	0.288675853	0.517004628	NA	NA	NA	0.058	0.541858203	0.517004628	0	0.565078426	0.565078426	0.565078426	0	0	0.565078426	0.565078426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	34.3827	0.0171	46.09512898	0.036942668	30	1.9400001	18.77764445	224.2987895	NA	NA	NA	xy4281162172720557	201476305
695	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.467058098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	15.3945	1.872	18.6947186	3.254446799	13	2.6099999	9.420165366	213.7343794	NA	NA	NA	VT_91.02	201476321
696	0.240176249	0.430144159	NA	NA	NA	0.086	0.495090576	0.430144159	0.363636364	0.469509452	0.469509452	0.469509452	0	0.363636364	0.469509452	0.469509452	0.112504371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	15.4296	0.0351	18.82363985	0.128921243	14	2.6099999	9.420165366	213.7343794	NA	NA	NA	xy4281500172742216	201476321
698	0.320489831	0.573981939	NA	NA	NA	0.304	0.646373759	0.573981939	0	0.626198487	0.626198487	0.626198487	0	0	0.626198487	0.626198487	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2.6784	0.3177	4.663962129	0.416465212	5	2.6600001	2.19965516	105.2600526	NA	NA	NA	xy4283370772853999	201476378
701	0.254604124	0.455983793	NA	NA	NA	1	0.563327477	0.455983793	0.454545455	0.496558547	0.496558547	0.496558547	0	0.454545455	0.496558547	0.496558547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.7227	0.4923	1.423165644	1.023579269	1	2.8399999	1.235752205	84.23423874	NA	NA	NA	xy4284022072856552	201476311
702	0.279516293	0.500600295	NA	NA	NA	1	0.613758896	0.500600295	0.454545455	0.545085585	0.545085585	0.545085585	0	0.454545455	0.545085585	0.545085585	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.9243	0.2016	1.860718292	0.437552648	2	2.8399999	1.235752205	84.23423874	NA	NA	NA	xy4283645872855892	201476311
704	NA	NA	NA	NA	NA	0.381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.2304	0.2304	0.399586375	0.399586375	0	3.47	0.524766332	67.0682681	NA	NA	NA	xy4284526072859689	201476311
707	0.348576409	0.624283654	NA	NA	NA	1	0.695492858	0.624283654	0.545454545	0.681221441	0.681221441	0.681221441	0	0.545454545	0.681221441	0.681221441	0.223377884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.4364	1.4103	2.386778624	2.366962961	1	3.05	1.311103104	93.18003872	NA	NA	NA	xy4283494772853457	201476312
710	NA	NA	NA	NA	NA	0.413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.0261	0.0261	0.019815664	0.019815664	0	4.5999999	0.148929481	47.36448204	NA	NA	NA	xy4284000372854159	201476312
719	NA	NA	NA	NA	NA	0.116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	12.9564	5.1975	14.85383327	6.904654724	9	0.91	8.438619333	70.53127493	NA	NA	NA	xy4281727172753196	201476326
720	0.304561212	0.545454545	NA	NA	NA	1	0.52365355	0.500416271	0.545454545	0.546139377	0.546139377	0.546139377	0	0.545454545	0.546139377	0.546139377	0.218629542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	13.5225	0.4959	15.44027181	0.48033133	12	0.91	8.438619333	70.53127493	NA	NA	NA	xy4281437872747396	201476326
721	0.270577957	0.484592163	NA	NA	NA	0.114	0.510882201	0.484592163	0.454545455	0.528582102	0.528582102	0.528582102	0	0.454545455	0.528582102	0.528582102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	13.0266	0.0702	14.95994048	0.083853322	11	0.91	8.438619333	70.53127493	NA	NA	NA	xy4281672872752145	201476326
722	0.25380101	0.454545455	NA	NA	NA	0.116	0.475911541	0.449256487	0.454545455	0.490212073	0.490212073	0.490212073	0	0.454545455	0.490212073	0.490212073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	12.9564	0	14.87608715	0.022253879	10	0.91	8.438619333	70.53127493	NA	NA	NA	xy4281717372752975	201476326
724	0.406081616	0.727272727	NA	NA	NA	0.311	0.755987181	0.720457864	0.727272727	0.786218752	0.786218752	0.786218752	0.555555556	0.727272727	0.786218752	0.786218752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.9297	0.9297	1.338089102	1.338089102	0	10.54	0.765944146	246.1182346	NA	NA	NA	xy4280500972697202	201476332
725	0.363666445	0.651309186	NA	NA	NA	0.341	0.692840441	0.651309186	0	0.71059176	0.71059176	0.71059176	0	0	0.71059176	0.71059176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.9504	0.0207	1.426068361	0.087979259	1	10.54	0.765944146	246.1182346	NA	NA	NA	xy4280423272697280	201476387
727	0.295586279	0.529380869	NA	NA	NA	0.106	0.552213995	0.529380869	0	0.578679754	0.578679754	0.578679754	0	0	0.578679754	0.578679754	0.069755109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	35.9811	1.1619	48.38159403	1.760567402	33	2.1600001	18.94050781	250.8154061	NA	NA	NA	xy4280843372717720	201476337
730	0.409484915	0.733367873	NA	NA	NA	0.344	0.757628019	0.733367873	0.727272727	0.800835547	0.800835547	0.800835547	0	0.727272727	0.800835547	0.800835547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.5426	1.1925	1.930658235	1.846876304	2	9.75	1.181088182	282.716014	NA	NA	NA	xy4280488072704143	201476348
734	0.304561212	0.545454545	NA	NA	NA	0.391	0.567620432	0.517520093	0.545454545	0.56479378	0.56479378	0.56479378	0	0.545454545	0.56479378	0.56479378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.3447	0.3447	0.059016485	0.059016485	0	3.0799999	0.434812008	54.18837179	NA	NA	NA	xy4281789272705803	201476348
735	0.27773573	0.497411391	NA	NA	NA	0.332	0.544159367	0.497411391	0.454545455	0.54317123	0.54317123	0.54317123	0	0.454545455	0.54317123	0.54317123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.3501	0.0054	0.083781931	0.024765446	1	3.0799999	0.434812008	54.18837179	NA	NA	NA	xy4281767872705819	201476348
740	0.183164073	0.328038083	NA	NA	NA	0.036	0.366858019	0.328038083	0.181818182	0.284694072	0.357679736	0.357679736	0	0.181818182	0.284694072	0.357679736	0.094916279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	46.7307	1.3581	63.08106627	2.456602161	48	0.5	21.63885061	62.05713619	NA	NA	NA	xy4279661572663875	201476374
744	0.312246057	0.559217735	NA	NA	NA	0.129	0.611436534	0.559217735	0.454545455	0.53908151	0.609893602	0.609893602	0	0.454545455	0.53908151	0.609893602	0.163439379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	12.348	1.1655	17.76469923	1.297732287	12	2.6199999	6.804965338	182.3554982	NA	NA	NA	xy4279834872658568	201476357
746	NA	NA	NA	NA	NA	0.377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.2412	0.2412	0.303911138	0.303911138	0	2.6199999	0.344853796	41.05096865	NA	NA	NA	xy4280039972656989	201476357
749	0.312968484	0.560511567	NA	NA	NA	0.176	0.616589606	0.560511567	0.545454545	0.594014477	0.611438159	0.611438159	0	0.545454545	0.594014477	0.611438159	0.137536615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	10.9413	0.4734	16.16305581	0.902899186	10	1.86	6.074555174	122.3136199	NA	NA	NA	xy4280574672664138	201476357
